t_ps,v_spline_Aps,F_drag_amuAps2
3.067,4.6792367344159,325.8913941955303
3.068,4.678597404947611,325.8374385800903
3.069,4.6779580752933985,325.78330265097236
3.07,4.677318745463175,325.7289859204436
3.071,4.676679415466852,325.6744883525146
3.072,4.676040085314341,325.61980987443786
3.073,4.675400755015554,325.56495030538167
3.074,4.674761424580401,325.5099098066901
3.075,4.674122094018797,325.45468811439105
3.076,4.673482763340651,325.3992845818962
3.077,4.672843432555873,325.343699123638
3.078,4.67220410167438,325.2879321157783
3.079,4.671564770706078,325.2319837381581
3.08,4.670925439660883,325.1758544336435
3.081,4.670286108548703,325.1195441305831
3.082,4.669646777379451,325.0630526604435
3.083,4.6690074461630395,325.00638092692725
3.084,4.668368114909381,324.94952916892817
3.085,4.667728783628383,324.89249755423407
3.086,4.667089452329959,324.8352863498046
3.087,4.666450121024023,324.7778957565131
3.088,4.665810789720485,324.7203257606719
3.089,4.665171458429255,324.6625764552515
3.09,4.664532127160247,324.6046483266573
3.091,4.663892795923372,324.5465417548153
3.092,4.66325346472854,324.48825695167375
3.093,4.662614133585666,324.4297944641295
3.094,4.661974802504657,324.3711547697679
3.095,4.661335471495429,324.3123382289783
3.096,4.6606961405678895,324.2533453130844
3.097,4.6600568097319535,324.19417683249696
3.098,4.659417478997531,324.13483365498814
3.099,4.658778148374534,324.0753165479901
3.1,4.658138817872875,324.0156262052883
3.101,4.657499487502464,323.95576323400053
3.102,4.656860157273212,323.8957277149649
3.103,4.6562208271950345,323.83552023575965
3.104,4.655581497277838,323.7751418020829
3.105,4.654942167531539,323.7145927645536
3.106,4.6543028379660445,323.6538734575297
3.107,4.6536635085912685,323.59298402378715
3.108,4.653024179417124,323.5319244375227
3.109,4.65238485045352,323.47069500301654
3.11,4.651745521710369,323.40929619156543
3.111,4.651106193197583,323.34772845123564
3.112,4.650466864925072,323.2859921412993
3.113,4.649827536902751,323.22408712626975
3.114,4.649188209140528,323.1620136148613
3.115,4.648548881648317,323.099771853163
3.116,4.647909554436028,323.0373618884023
3.117,4.647270227513574,322.97478403927914
3.118,4.646630900890866,322.91203856959413
3.119,4.645991574577816,322.8491257087361
3.12,4.645352248584334,322.7860457082146
3.121,4.644712922920334,322.7227986458908
3.122,4.6440735975957255,322.65938455629066
3.123,4.643434272620421,322.59580378370094
3.124,4.642794948004331,322.53205640236496
3.125,4.642155623757371,322.46814240328945
3.126,4.641516299889448,322.40406211196864
3.127,4.640876976410475,322.3398159449838
3.128,4.640237653330364,322.2754044705896
3.129,4.639598330659028,322.2108279148871
3.13,4.638959008406376,322.14608569618156
3.131,4.638319686582323,322.0811778554025
3.132,4.637680365196775,322.0161055640742
3.133,4.637041044259648,321.9508692695973
3.134,4.636401723780854,321.8854689239664
3.135,4.635762403770304,321.81990489297414
3.136,4.6351230842379065,321.7541777295502
3.137,4.634483765193575,321.68828756424733
3.138,4.633844446647223,321.62223433860186
3.139,4.633205128608761,321.5560184289499
3.14,4.632565811088099,321.48964004254134
3.141,4.6319264940951514,321.4230999324707
3.142,4.631287177639828,321.3563983049255
3.143,4.630647861732038,321.2895351230874
3.144,4.630008546381699,321.2225109804956
3.145,4.629369231598718,321.15532661160967
3.146,4.628729917393008,321.0879823418703
3.147,4.6280906037744804,321.0204784834434
3.148,4.627451290753047,320.95281514043825
3.149,4.626811978338619,320.8849924419535
3.15,4.626172666541109,320.8170116355823
3.151,4.625533355370428,320.74887333838706
3.152,4.624894044836488,320.6805781517446
3.153,4.624254734949198,320.61212661070033
