arm,a,c,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,F97,phi,subbare,trapped_frac,suppressed_frac,nbar_det,n1_solv,ratio_n1_n2,w1_solv,midhot_arith,midhot_geo,midhot_bins,deepke,deepke_bins,n1_ke_eV,ke2_eV,above115_n1,gate_n1,gate_nbar,gate,twin_tail_ge10,twin_tail_ge13
lin,52.5,,eb0482,0.0482,1,5.6,0,0.41,20000,0.862,509.2,1.217,0,0.1379,0.3414,3.364,0.231,1.653,0.6134,0.481,0.4757,7,0.4533,8,0.3001,0.2457,0.0,1,0,0,0.17181,0.07168
lin,52.5,,eb0482,0.0482,1,5.6,0,0.42,20000,0.862,509.2,1.217,0,0.1379,0.3791,3.159,0.2335,1.675,0.6111,0.4538,0.4487,7,0.4434,8,0.2828,0.231,0.0,1,0,0,0.17043,0.07006
lin,52.5,,eb0482,0.0482,1,5.6,0,0.43,20000,0.862,509.2,1.217,0,0.1379,0.4157,2.966,0.2327,1.646,0.6125,0.4281,0.4232,7,0.4314,8,0.2667,0.2181,0.0,1,0,0,0.16921,0.06899
lin,52.5,,eb0482,0.0482,1,5.6,0,0.44,20000,0.862,509.2,1.217,0,0.1379,0.449,2.793,0.2327,1.642,0.6199,0.4057,0.4009,7,0.4253,8,0.2518,0.2062,0.0,1,0,0,0.16727,0.06785
lin,52.5,,eb0482,0.0482,1,5.6,0,0.45,20000,0.862,509.2,1.217,0,0.1379,0.48,2.63,0.2342,1.67,0.6227,0.3842,0.3797,7,0.4159,8,0.2376,0.195,0.0,1,0,0,0.16619,0.06709
lin,52.5,,eb0482,0.0482,1,5.6,0,0.46,20000,0.862,509.2,1.217,0,0.1379,0.5081,2.478,0.2372,1.709,0.6162,0.3632,0.359,7,0.4088,8,0.2247,0.1847,0.0,1,0,0,0.16525,0.06656
lin,52.5,,eb0482,0.0482,1,5.6,0,0.47,20000,0.862,509.2,1.217,0,0.1379,0.5342,2.341,0.2376,1.712,0.6217,0.3451,0.341,7,0.4109,8,0.2133,0.1748,0.0,1,0,0,0.16481,0.06426
lin,52.5,,eb0482,0.0482,1,5.6,0,0.48,20000,0.862,509.2,1.217,0,0.1379,0.5588,2.214,0.2373,1.732,0.6255,0.3284,0.3245,7,0.4107,8,0.2025,0.1663,0.0,1,0,0,0.16526,0.06304
lin,52.5,,eb0482,0.0482,1,5.6,0,0.49,20000,0.862,509.2,1.217,0,0.1379,0.5824,2.092,0.2375,1.776,0.6306,0.3128,0.309,7,0.4149,8,0.1922,0.1576,0.0,1,0,0,0.16487,0.06139
lin,52.5,,eb0482,0.0482,1,5.6,0,0.5,20000,0.862,509.2,1.217,0,0.1379,0.6036,1.981,0.2381,1.791,0.634,0.2977,0.2941,7,0.417,8,0.1831,0.1496,0.0,1,0,0,0.16374,0.05948
lin,52.5,,eb0482,0.0482,1,5.6,0,0.51,20000,0.862,509.2,1.217,0,0.1379,0.6246,1.878,0.2344,1.747,0.6497,0.284,0.2806,7,0.417,8,0.1741,0.1426,0.0,1,0,0,0.16329,0.05878
lin,52.5,,eb0482,0.0482,1,5.6,0,0.52,20000,0.862,509.2,1.217,0,0.1379,0.6426,1.781,0.2333,1.677,0.6485,0.2709,0.2676,7,0.3418,7,0.166,0.1359,0.0,1,0,0,0.1626,0.05793
lin,52.5,,eb0482,0.0482,1,6.4,0,0.17,20000,0.862,509.2,1.217,0,0.1379,0.0,12.066,0.0,nan,7.2033,4.0444,4.0444,2,2.1706,8,nan,nan,nan,0,0,0,0.87712,0.37782
lin,52.5,,eb0482,0.0482,1,6.4,0,0.18,20000,0.862,509.2,1.217,0,0.1379,0.0,11.545,0.0,nan,6.6911,3.4948,3.4947,2,1.8507,8,nan,nan,nan,0,0,0,0.77162,0.31866
lin,52.5,,eb0482,0.0482,1,6.4,0,0.19,20000,0.862,509.2,1.217,0,0.1379,0.0,11.029,0.0,nan,6.1832,3.047,3.0469,3,1.5951,8,nan,nan,nan,0,0,0,0.6698,0.27272
lin,52.5,,eb0482,0.0482,1,6.4,0,0.2,20000,0.862,509.2,1.217,0,0.1379,0.0,10.513,0.0,nan,5.6724,2.6448,2.6441,4,1.386,8,nan,nan,nan,0,0,0,0.57816,0.23485
lin,52.5,,eb0482,0.0482,1,6.4,0,0.21,20000,0.862,509.2,1.217,0,0.1379,0.0,9.992,0.0,nan,5.1655,2.2873,2.2852,5,1.211,8,nan,nan,nan,0,0,0,0.50174,0.20147
lin,52.5,,eb0482,0.0482,1,6.4,0,0.22,20000,0.862,509.2,1.217,0,0.1379,0.0,9.475,0.0,nan,4.6618,2.0219,2.0203,5,1.071,8,nan,nan,nan,0,0,0,0.43805,0.17487
lin,52.5,,eb0482,0.0482,1,6.4,0,0.23,20000,0.862,509.2,1.217,0,0.1379,0.0,8.958,0.0,0.0,4.1629,1.7447,1.7396,6,0.9519,8,nan,nan,nan,0,0,0,0.3829,0.15211
lin,52.5,,eb0482,0.0482,1,6.4,0,0.24,20000,0.862,509.2,1.217,0,0.1379,0.0,8.444,0.0,0.0,3.6675,1.4924,1.4799,7,0.8535,8,nan,0.7819,nan,0,0,0,0.33745,0.13433
lin,52.5,,eb0482,0.0482,1,6.4,0,0.25,20000,0.862,509.2,1.217,0,0.1379,0.0,7.927,0.0002,0.021,3.1809,1.3323,1.3214,7,0.7713,8,nan,0.6981,nan,0,0,0,0.29818,0.11899
lin,52.5,,eb0482,0.0482,1,6.4,0,0.26,20000,0.862,509.2,1.217,0,0.1379,0.0,7.432,0.0013,0.045,2.7202,1.1992,1.1906,7,0.7051,8,0.749,0.6407,0.0,0,0,0,0.2675,0.10565
lin,52.5,,eb0482,0.0482,1,6.4,0,0.27,20000,0.862,509.2,1.217,0,0.1379,0.0001,6.937,0.0083,0.13,2.2702,1.0792,1.0721,7,0.6485,8,0.6791,0.5829,0.0,0,1,0,0.24009,0.09319
lin,52.5,,eb0482,0.0482,1,6.4,0,0.28,20000,0.862,509.2,1.217,0,0.1379,0.0003,6.467,0.027,0.267,1.8539,0.9761,0.9701,7,0.6051,8,0.6293,0.5333,0.0,0,1,0,0.21333,0.0827
lin,52.5,,eb0482,0.0482,1,6.4,0,0.29,20000,0.862,509.2,1.217,0,0.1379,0.0018,6.009,0.0624,0.487,1.4715,0.8836,0.8784,7,0.5665,8,0.5819,0.4862,0.0,0,1,0,0.19206,0.07443
lin,52.5,,eb0482,0.0482,1,6.4,0,0.3,20000,0.862,509.2,1.217,0,0.1379,0.0088,5.575,0.1062,0.739,1.1607,0.8034,0.7988,7,0.5457,8,0.5392,0.4434,0.0,0,1,0,0.1745,0.0675
lin,52.5,,eb0482,0.0482,1,6.4,0,0.31,20000,0.862,509.2,1.217,0,0.1379,0.0259,5.159,0.1503,1.005,0.9238,0.732,0.7279,7,0.5268,8,0.4986,0.4051,0.0,0,1,0,0.16059,0.06184
lin,52.5,,eb0482,0.0482,1,6.4,0,0.32,20000,0.862,509.2,1.217,0,0.1379,0.0571,4.767,0.1854,1.217,0.7686,0.6701,0.6663,7,0.4998,8,0.4605,0.3707,0.0,0,1,0,0.1505,0.05746
lin,52.5,,eb0482,0.0482,1,6.4,0,0.33,20000,0.862,509.2,1.217,0,0.1379,0.1012,4.394,0.2102,1.355,0.6748,0.6146,0.611,7,0.4798,8,0.4245,0.3394,0.0,1,0,0,0.1443,0.05382
lin,52.5,,eb0482,0.0482,1,6.4,0,0.34,20000,0.862,509.2,1.217,0,0.1379,0.1521,4.046,0.2281,1.473,0.6265,0.5643,0.5611,7,0.4648,8,0.3914,0.3125,0.0,1,0,0,0.14006,0.0513
lin,52.5,,eb0482,0.0482,1,6.4,0,0.35,20000,0.862,509.2,1.217,0,0.1379,0.2053,3.725,0.2414,1.563,0.5906,0.52,0.5171,7,0.454,8,0.3614,0.2879,0.0,1,0,0,0.13685,0.04941
lin,52.5,,eb0482,0.0482,1,6.4,0,0.36,20000,0.862,509.2,1.217,0,0.1379,0.2597,3.433,0.2503,1.647,0.5777,0.4807,0.4779,7,0.4521,8,0.3338,0.2657,0.0,1,0,0,0.13401,0.04763
lin,52.5,,eb0482,0.0482,1,6.4,0,0.37,20000,0.862,509.2,1.217,0,0.1379,0.3109,3.168,0.2564,1.685,0.5751,0.4457,0.443,7,0.4459,8,0.3093,0.2454,0.0,1,0,0,0.13155,0.04654
lin,52.5,,eb0482,0.0482,1,6.4,0,0.38,20000,0.862,509.2,1.217,0,0.1379,0.359,2.924,0.2609,1.705,0.5699,0.4135,0.4109,7,0.3792,7,0.2874,0.227,0.0,1,0,0,0.12975,0.04415
lin,52.5,,eb0482,0.0482,1,6.4,0,0.39,20000,0.862,509.2,1.217,0,0.1379,0.4052,2.705,0.2612,1.702,0.58,0.3843,0.3819,7,0.3715,7,0.267,0.2114,0.0,1,0,0,0.12882,0.04261
lin,52.5,,eb0482,0.0482,1,6.4,0,0.4,20000,0.862,509.2,1.217,0,0.1379,0.4481,2.502,0.2633,1.738,0.5866,0.3585,0.3562,7,0.3734,7,0.2478,0.1965,0.0,1,0,0,0.12889,0.04098
lin,52.5,,eb0482,0.0482,1,6.4,0,0.41,20000,0.862,509.2,1.217,0,0.1379,0.4862,2.322,0.2657,1.752,0.59,0.3354,0.3332,7,0.3644,7,0.2309,0.1831,0.0,1,0,0,0.12772,0.0403
lin,52.5,,eb0482,0.0482,1,6.4,0,0.42,20000,0.862,509.2,1.217,0,0.1379,0.5221,2.153,0.2643,1.755,0.6052,0.3133,0.3112,7,0.3639,7,0.2155,0.1712,0.0,1,0,0,0.12683,0.03787
lin,52.5,,eb0482,0.0482,1,6.4,0,0.43,20000,0.862,509.2,1.217,0,0.1379,0.5535,2.006,0.2655,1.805,0.6112,0.294,0.2921,7,0.3716,7,0.2017,0.1603,0.0,1,0,0,0.1264,0.0365
lin,52.5,,eb0482,0.0482,1,6.4,0,0.44,20000,0.862,509.2,1.217,0,0.1379,0.583,1.868,0.2667,1.836,0.6224,0.2752,0.2733,7,0.377,7,0.1891,0.1496,0.0,1,0,0,0.12455,0.03505
lin,52.5,,eb0482,0.0482,1,6.4,0,0.45,20000,0.862,509.2,1.217,0,0.1379,0.61,1.741,0.2653,1.809,0.6304,0.2584,0.2567,7,0.3833,7,0.1775,0.1405,0.0,1,0,0,0.123,0.03309
lin,52.5,,eb0482,0.0482,1,6.4,0,0.46,20000,0.862,509.2,1.217,0,0.1379,0.6353,1.627,0.2595,1.662,0.6428,0.2438,0.2421,7,0.3035,6,0.1667,0.1322,0.0,1,0,0,0.12056,0.03157
lin,52.5,,eb0482,0.0482,1,6.4,0,0.47,20000,0.862,509.2,1.217,0,0.1379,0.6579,1.521,0.2583,1.629,0.6576,0.2298,0.2282,7,0.3076,6,0.1569,0.1249,0.0,1,0,0,0.11868,0.02984
lin,52.5,,eb0482,0.0482,1,6.4,0,0.48,20000,0.862,509.2,1.217,0,0.1379,0.6784,1.424,0.2576,1.611,0.6715,0.2168,0.2153,7,0.3139,6,0.1478,0.1186,0.0,1,0,0,0.11724,0.02841
lin,52.5,,eb0482,0.0482,1,6.4,0,0.49,20000,0.862,509.2,1.217,0,0.1379,0.6979,1.332,0.2604,1.647,0.6839,0.2047,0.2034,7,0.3198,6,0.1387,0.1119,0.0,1,0,0,0.11625,0.02669
lin,52.5,,eb0482,0.0482,1,6.4,0,0.5,20000,0.862,509.2,1.217,0,0.1379,0.7149,1.251,0.2645,1.714,0.6912,0.1939,0.1926,7,0.3254,6,0.1311,0.1062,0.0,1,0,0,0.11485,0.02513
lin,52.5,,eb0482,0.0482,1,6.4,0,0.51,20000,0.862,509.2,1.217,0,0.1379,0.7298,1.175,0.2713,1.775,0.6954,0.1829,0.1817,7,0.3365,6,0.1247,0.0995,0.0,1,0,0,0.11032,0.02275
lin,52.5,,eb0482,0.0482,1,6.4,0,0.52,20000,0.862,509.2,1.217,0,0.1379,0.7446,1.103,0.2736,1.787,0.7101,0.1739,0.1727,7,0.3474,6,0.1185,0.0937,0.0,1,0,0,0.1074,0.0201
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.17,20000,0.7973,509.2,1.217,0,0.2027,0.0,15.457,0.0,nan,10.5683,nan,nan,0,5.5814,8,nan,nan,nan,0,0,0,0.99991,0.93478
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.18,20000,0.7973,509.2,1.217,0,0.2027,0.0,15.141,0.0,nan,10.2522,nan,nan,0,5.0969,8,nan,nan,nan,0,0,0,0.99978,0.88536
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.19,20000,0.7973,509.2,1.217,0,0.2027,0.0,14.818,0.0,nan,9.9301,nan,nan,0,4.6686,8,nan,nan,nan,0,0,0,0.99884,0.82826
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.2,20000,0.7973,509.2,1.217,0,0.2027,0.0,14.499,0.0,nan,9.6135,nan,nan,0,4.2882,8,nan,nan,nan,0,0,0,0.99442,0.77251
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.21,20000,0.7973,509.2,1.217,0,0.2027,0.0,14.181,0.0,nan,9.2972,4.3595,4.3595,1,3.95,8,nan,nan,nan,0,0,0,0.98395,0.71653
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.22,20000,0.7973,509.2,1.217,0,0.2027,0.0,13.861,0.0,nan,8.9788,3.8918,3.8884,2,3.6494,8,nan,nan,nan,0,0,0,0.9662,0.66458
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.23,20000,0.7973,509.2,1.217,0,0.2027,0.0,13.543,0.0,nan,8.6609,3.6512,3.647,2,3.3807,8,nan,nan,nan,0,0,0,0.93835,0.61666
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.24,20000,0.7973,509.2,1.217,0,0.2027,0.0,13.22,0.0,nan,8.3387,3.3086,3.3016,3,3.1351,8,nan,nan,nan,0,0,0,0.90251,0.57142
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.25,20000,0.7973,509.2,1.217,0,0.2027,0.0,12.903,0.0,nan,8.0218,3.1018,3.0948,3,2.9206,8,nan,nan,nan,0,0,0,0.86325,0.5298
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.26,20000,0.7973,509.2,1.217,0,0.2027,0.0,12.585,0.0,nan,7.704,2.7986,2.7857,4,2.7275,8,nan,nan,nan,0,0,0,0.82123,0.49258
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.27,20000,0.7973,509.2,1.217,0,0.2027,0.0,12.266,0.0,nan,7.3857,2.5171,2.4939,5,2.5505,8,nan,nan,nan,0,0,0,0.77975,0.45913
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.28,20000,0.7973,509.2,1.217,0,0.2027,0.0,11.944,0.0,0.0,7.0657,2.3721,2.3502,5,2.3917,8,nan,nan,nan,0,0,0,0.73764,0.42906
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.29,20000,0.7973,509.2,1.217,0,0.2027,0.0,11.626,0.0,0.0,6.7521,2.1257,2.0896,6,2.2462,8,nan,nan,nan,0,0,0,0.69712,0.40118
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.3,20000,0.7973,509.2,1.217,0,0.2027,0.0,11.309,0.0001,0.182,6.4384,2.011,1.9765,6,2.1146,8,nan,nan,nan,0,0,0,0.66015,0.37628
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.31,20000,0.7973,509.2,1.217,0,0.2027,0.0,10.991,0.0001,0.154,6.1236,1.7858,1.727,7,1.9933,8,nan,0.7373,nan,0,0,0,0.62504,0.35192
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.32,20000,0.7973,509.2,1.217,0,0.2027,0.0,10.672,0.0002,0.09,5.807,1.6961,1.6406,7,1.881,8,nan,0.6983,nan,0,0,0,0.59123,0.33025
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.33,20000,0.7973,509.2,1.217,0,0.2027,0.0,10.358,0.0007,0.114,5.4944,1.6132,1.5611,7,1.7793,8,0.7371,0.6655,0.0,0,0,0,0.5593,0.31041
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.34,20000,0.7973,509.2,1.217,0,0.2027,0.0001,10.04,0.0014,0.137,5.1788,1.5361,1.4879,7,1.6842,8,0.6972,0.6416,0.0,0,0,0,0.52871,0.29256
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.35,20000,0.7973,509.2,1.217,0,0.2027,0.0002,9.732,0.0037,0.228,4.8712,1.465,1.42,7,1.5992,8,0.6673,0.616,0.0,0,0,0,0.50071,0.27605
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.36,20000,0.7973,509.2,1.217,0,0.2027,0.0004,9.421,0.0076,0.316,4.5644,1.3973,1.3547,7,1.5186,8,0.6427,0.5888,0.0,0,0,0,0.47578,0.26021
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.37,20000,0.7973,509.2,1.217,0,0.2027,0.0009,9.117,0.0128,0.372,4.2697,1.3345,1.2943,7,1.444,8,0.6215,0.5638,0.0,0,0,0,0.45231,0.24599
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.38,20000,0.7973,509.2,1.217,0,0.2027,0.0019,8.818,0.0203,0.458,3.9855,1.2764,1.2383,7,1.3762,8,0.5996,0.5406,0.0,0,0,0,0.43065,0.23337
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.39,20000,0.7973,509.2,1.217,0,0.2027,0.0042,8.522,0.0291,0.53,3.7125,1.2211,1.185,7,1.3118,8,0.5766,0.5192,0.0,0,0,0,0.41158,0.22182
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.4,20000,0.7973,509.2,1.217,0,0.2027,0.0083,8.233,0.0404,0.643,3.4589,1.1702,1.1359,7,1.2533,8,0.5539,0.4988,0.0,0,0,0,0.39343,0.21257
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.41,20000,0.7973,509.2,1.217,0,0.2027,0.0132,7.948,0.0529,0.752,3.2152,1.1218,1.0892,7,1.1971,8,0.5341,0.4793,0.0,0,0,0,0.37607,0.20299
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.42,20000,0.7973,509.2,1.217,0,0.2027,0.021,7.67,0.0658,0.859,2.9986,1.0763,1.0452,7,1.1454,8,0.5136,0.4606,0.0,0,0,0,0.36147,0.19366
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.43,20000,0.7973,509.2,1.217,0,0.2027,0.0307,7.402,0.0778,0.939,2.8027,1.0336,1.0039,7,1.0984,8,0.4966,0.4425,0.0,0,0,0,0.34849,0.18669
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.44,20000,0.7973,509.2,1.217,0,0.2027,0.043,7.14,0.0886,1.007,2.6328,0.9932,0.9648,7,1.0533,8,0.4792,0.4261,0.0,0,0,0,0.337,0.179
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.45,20000,0.7973,509.2,1.217,0,0.2027,0.0574,6.883,0.0996,1.09,2.4798,0.9548,0.9278,7,1.0105,8,0.4622,0.4103,0.0,0,1,0,0.32681,0.17212
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.46,20000,0.7973,509.2,1.217,0,0.2027,0.0751,6.635,0.1089,1.159,2.3567,0.919,0.8931,7,0.9721,8,0.4452,0.3952,0.0,0,1,0,0.31917,0.16613
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.47,20000,0.7973,509.2,1.217,0,0.2027,0.0928,6.398,0.1184,1.237,2.2397,0.885,0.8602,7,0.9372,8,0.43,0.3809,0.0,0,1,0,0.31199,0.16132
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.48,20000,0.7973,509.2,1.217,0,0.2027,0.112,6.169,0.1243,1.257,2.1401,0.8531,0.8294,7,0.9018,8,0.4157,0.3684,0.0,0,1,0,0.30506,0.15686
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.49,20000,0.7973,509.2,1.217,0,0.2027,0.1319,5.949,0.1316,1.311,2.0487,0.823,0.8003,7,0.8702,8,0.4017,0.3558,0.0,0,1,0,0.29857,0.15196
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.5,20000,0.7973,509.2,1.217,0,0.2027,0.153,5.734,0.1368,1.336,1.9721,0.7941,0.7723,7,0.8409,8,0.3885,0.3437,0.0,0,1,0,0.29355,0.14824
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.51,20000,0.7973,509.2,1.217,0,0.2027,0.1755,5.526,0.1411,1.37,1.9124,0.7667,0.7457,7,0.813,8,0.3755,0.332,0.0,0,1,0,0.28882,0.14494
lin,52.5,,eb1168,0.11675778353879479,0,3.6,0,0.52,20000,0.7973,509.2,1.217,0,0.2027,0.197,5.331,0.1448,1.381,1.8561,0.7408,0.7207,7,0.7873,8,0.3636,0.3212,0.0,0,1,0,0.28603,0.14132
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.17,20000,0.7973,509.2,1.217,0,0.2027,0.0,14.789,0.0,nan,9.9071,nan,nan,0,4.7397,8,nan,nan,nan,0,0,0,0.99978,0.85479
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.18,20000,0.7973,509.2,1.217,0,0.2027,0.0,14.432,0.0,nan,9.5508,nan,nan,0,4.2777,8,nan,nan,nan,0,0,0,0.99853,0.78499
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.19,20000,0.7973,509.2,1.217,0,0.2027,0.0,14.073,0.0,nan,9.1928,nan,nan,0,3.8707,8,nan,nan,nan,0,0,0,0.99191,0.71647
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.2,20000,0.7973,509.2,1.217,0,0.2027,0.0,13.712,0.0,nan,8.8321,4.265,4.265,1,3.5115,8,nan,nan,nan,0,0,0,0.97661,0.65285
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.21,20000,0.7973,509.2,1.217,0,0.2027,0.0,13.354,0.0,nan,8.4735,3.8227,3.8201,2,3.1999,8,nan,nan,nan,0,0,0,0.94707,0.59481
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.22,20000,0.7973,509.2,1.217,0,0.2027,0.0,12.996,0.0,nan,8.1196,3.5395,3.5367,2,2.9266,8,nan,nan,nan,0,0,0,0.90693,0.54062
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.23,20000,0.7973,509.2,1.217,0,0.2027,0.0,12.64,0.0,nan,7.7703,3.175,3.1697,3,2.687,8,nan,nan,nan,0,0,0,0.85911,0.49356
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.24,20000,0.7973,509.2,1.217,0,0.2027,0.0,12.281,0.0,nan,7.4144,2.8483,2.8383,4,2.47,8,nan,nan,nan,0,0,0,0.80794,0.4521
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.25,20000,0.7973,509.2,1.217,0,0.2027,0.0,11.922,0.0,nan,7.058,2.6538,2.6443,4,2.2774,8,nan,nan,nan,0,0,0,0.75733,0.41579
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.26,20000,0.7973,509.2,1.217,0,0.2027,0.0,11.565,0.0,nan,6.7027,2.3723,2.3552,5,2.1078,8,nan,nan,nan,0,0,0,0.70728,0.38277
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.27,20000,0.7973,509.2,1.217,0,0.2027,0.0,11.207,0.0,0.0,6.345,2.1075,2.0773,6,1.9541,8,nan,nan,nan,0,0,0,0.66047,0.35135
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.28,20000,0.7973,509.2,1.217,0,0.2027,0.0,10.85,0.0,0.0,5.9886,1.9787,1.9515,6,1.8167,8,nan,nan,nan,0,0,0,0.61707,0.32379
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.29,20000,0.7973,509.2,1.217,0,0.2027,0.0,10.495,0.0001,0.13,5.6414,1.7439,1.6946,7,1.6955,8,nan,0.7449,nan,0,0,0,0.57609,0.29977
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.3,20000,0.7973,509.2,1.217,0,0.2027,0.0,10.135,0.0002,0.082,5.2884,1.6404,1.5951,7,1.5831,8,nan,0.7018,nan,0,0,0,0.5363,0.27776
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.31,20000,0.7973,509.2,1.217,0,0.2027,0.0,9.781,0.0006,0.09,4.939,1.5463,1.5047,7,1.4814,8,nan,0.6656,nan,0,0,0,0.50158,0.25766
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.32,20000,0.7973,509.2,1.217,0,0.2027,0.0001,9.429,0.0014,0.116,4.5925,1.4595,1.4217,7,1.3905,8,0.6999,0.6366,0.0,0,0,0,0.47105,0.23887
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.33,20000,0.7973,509.2,1.217,0,0.2027,0.0001,9.077,0.0041,0.194,4.245,1.3795,1.3446,7,1.3054,8,0.6664,0.6059,0.0,0,0,0,0.44078,0.22363
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.34,20000,0.7973,509.2,1.217,0,0.2027,0.0004,8.737,0.0093,0.284,3.9104,1.3057,1.273,7,1.2313,8,0.6364,0.5747,0.0,0,0,0,0.4148,0.20999
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.35,20000,0.7973,509.2,1.217,0,0.2027,0.0009,8.398,0.0174,0.383,3.5854,1.2366,1.2062,7,1.1618,8,0.611,0.5463,0.0,0,0,0,0.39026,0.19598
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.36,20000,0.7973,509.2,1.217,0,0.2027,0.0026,8.064,0.0275,0.46,3.2723,1.1728,1.1443,7,1.0971,8,0.5848,0.5203,0.0,0,0,0,0.36687,0.18376
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.37,20000,0.7973,509.2,1.217,0,0.2027,0.0061,7.741,0.0415,0.59,2.9822,1.1134,1.0868,7,1.0417,8,0.5581,0.4963,0.0,0,0,0,0.34716,0.17194
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.38,20000,0.7973,509.2,1.217,0,0.2027,0.0117,7.424,0.0569,0.712,2.7123,1.0586,1.0337,7,0.9873,8,0.5339,0.4732,0.0,0,0,0,0.32841,0.16105
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.39,20000,0.7973,509.2,1.217,0,0.2027,0.0198,7.114,0.0739,0.836,2.4706,1.0069,0.9834,7,0.9419,8,0.5111,0.4508,0.0,0,0,0,0.31266,0.15137
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.4,20000,0.7973,509.2,1.217,0,0.2027,0.0312,6.813,0.0897,0.945,2.2569,0.9584,0.9362,7,0.8997,8,0.4905,0.4301,0.0,0,1,0,0.29909,0.14357
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.41,20000,0.7973,509.2,1.217,0,0.2027,0.0468,6.524,0.1036,1.038,2.0798,0.9143,0.8935,7,0.8624,8,0.4697,0.4112,0.0,0,1,0,0.28777,0.13612
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.42,20000,0.7973,509.2,1.217,0,0.2027,0.0651,6.24,0.1181,1.148,1.9204,0.872,0.8523,7,0.8279,8,0.4496,0.3926,0.0,0,1,0,0.2772,0.12996
lin,52.5,,eb1168,0.11675778353879479,0,4.0,0,0.43,20000,0.7973,509.2,1.217,0,0.2027,0.0866,5.967,0.1286,1.195,1.7944,0.8331,0.8143,7,0.7961,8,0.4311,0.3758,0.0,0,1,0,0.26871,0.12407
