v_c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
5.75,eb0482,5.6,0.37,13,0.018,0.0767
5.75,eb0482,5.6,0.37,14,0.0179,0.0668
5.75,eb0482,5.6,0.37,15,0.0172,0.0584
5.75,eb0482,5.6,0.37,16,0.0148,0.0491
5.75,eb0482,5.6,0.37,17,0.0146,0.0403
5.75,eb0482,5.6,0.37,18,0.0136,0.0319
5.75,eb0482,5.6,0.37,19,0.0122,0.0219
5.75,eb0482,5.6,0.37,20,0.0077,0.0134
5.75,eb0482,5.6,0.375,0,0.2728,0.6325
5.75,eb0482,5.6,0.375,1,0.1683,0.4506
5.75,eb0482,5.6,0.375,2,0.0968,0.3433
5.75,eb0482,5.6,0.375,3,0.0699,0.2672
5.75,eb0482,5.6,0.375,4,0.044,0.2176
5.75,eb0482,5.6,0.375,5,0.0421,0.1881
5.75,eb0482,5.6,0.375,6,0.0367,0.1665
5.75,eb0482,5.6,0.375,7,0.033,0.1465
5.75,eb0482,5.6,0.375,8,0.0294,0.1308
5.75,eb0482,5.6,0.375,9,0.0262,0.1174
5.75,eb0482,5.6,0.375,10,0.024,0.1044
5.75,eb0482,5.6,0.375,11,0.022,0.0946
5.75,eb0482,5.6,0.375,12,0.021,0.0844
5.75,eb0482,5.6,0.375,13,0.0172,0.0755
5.75,eb0482,5.6,0.375,14,0.0176,0.0658
5.75,eb0482,5.6,0.375,15,0.017,0.0576
5.75,eb0482,5.6,0.375,16,0.0146,0.0484
5.75,eb0482,5.6,0.375,17,0.0142,0.0398
5.75,eb0482,5.6,0.375,18,0.0135,0.0316
5.75,eb0482,5.6,0.375,19,0.012,0.0215
5.75,eb0482,5.6,0.375,20,0.0075,0.0134
5.75,eb0482,5.6,0.38,0,0.2958,0.6218
5.75,eb0482,5.6,0.38,1,0.1638,0.4331
5.75,eb0482,5.6,0.38,2,0.0927,0.3272
5.75,eb0482,5.6,0.38,3,0.0668,0.2536
5.75,eb0482,5.6,0.38,4,0.0416,0.2087
5.75,eb0482,5.6,0.38,5,0.041,0.1822
5.75,eb0482,5.6,0.38,6,0.0356,0.161
5.75,eb0482,5.6,0.38,7,0.0313,0.1432
5.75,eb0482,5.6,0.38,8,0.0291,0.1277
5.75,eb0482,5.6,0.38,9,0.025,0.1147
5.75,eb0482,5.6,0.38,10,0.0236,0.1025
5.75,eb0482,5.6,0.38,11,0.0214,0.0931
5.75,eb0482,5.6,0.38,12,0.0206,0.0827
5.75,eb0482,5.6,0.38,13,0.0171,0.074
5.75,eb0482,5.6,0.38,14,0.0168,0.065
5.75,eb0482,5.6,0.38,15,0.0167,0.0571
5.75,eb0482,5.6,0.38,16,0.0144,0.0477
5.75,eb0482,5.6,0.38,17,0.014,0.0393
5.75,eb0482,5.6,0.38,18,0.0131,0.0312
5.75,eb0482,5.6,0.38,19,0.0121,0.0213
5.75,eb0482,5.6,0.38,20,0.0071,0.0131
5.75,eb0482,5.6,0.385,0,0.3186,0.6114
5.75,eb0482,5.6,0.385,1,0.1577,0.4162
5.75,eb0482,5.6,0.385,2,0.089,0.3125
5.75,eb0482,5.6,0.385,3,0.0632,0.2423
5.75,eb0482,5.6,0.385,4,0.0406,0.2013
5.75,eb0482,5.6,0.385,5,0.04,0.1769
5.75,eb0482,5.6,0.385,6,0.0351,0.1562
5.75,eb0482,5.6,0.385,7,0.0295,0.1395
5.75,eb0482,5.6,0.385,8,0.0286,0.1251
5.75,eb0482,5.6,0.385,9,0.0241,0.1118
5.75,eb0482,5.6,0.385,10,0.0227,0.1009
5.75,eb0482,5.6,0.385,11,0.0213,0.0916
5.75,eb0482,5.6,0.385,12,0.0203,0.0816
5.75,eb0482,5.6,0.385,13,0.0167,0.0725
5.75,eb0482,5.6,0.385,14,0.016,0.0643
5.75,eb0482,5.6,0.385,15,0.0166,0.0565
5.75,eb0482,5.6,0.385,16,0.0144,0.0471
5.75,eb0482,5.6,0.385,17,0.0137,0.0387
5.75,eb0482,5.6,0.385,18,0.013,0.0308
5.75,eb0482,5.6,0.385,19,0.0118,0.021
5.75,eb0482,5.6,0.385,20,0.007,0.013
5.75,eb0482,5.6,0.39,0,0.3401,0.6018
5.75,eb0482,5.6,0.39,1,0.1521,0.3999
5.75,eb0482,5.6,0.39,2,0.086,0.2978
5.75,eb0482,5.6,0.39,3,0.0596,0.2315
5.75,eb0482,5.6,0.39,4,0.0405,0.1941
5.75,eb0482,5.6,0.39,5,0.038,0.1716
5.75,eb0482,5.6,0.39,6,0.0334,0.1517
5.75,eb0482,5.6,0.39,7,0.0285,0.1363
5.75,eb0482,5.6,0.39,8,0.0281,0.1226
5.75,eb0482,5.6,0.39,9,0.023,0.1096
5.75,eb0482,5.6,0.39,10,0.0229,0.0993
5.75,eb0482,5.6,0.39,11,0.0204,0.0904
5.75,eb0482,5.6,0.39,12,0.0198,0.0805
5.75,eb0482,5.6,0.39,13,0.0162,0.0713
5.75,eb0482,5.6,0.39,14,0.0162,0.0635
5.75,eb0482,5.6,0.39,15,0.016,0.0553
5.75,eb0482,5.6,0.39,16,0.0141,0.0469
5.75,eb0482,5.6,0.39,17,0.0137,0.0382
5.75,eb0482,5.6,0.39,18,0.0127,0.0305
5.75,eb0482,5.6,0.39,19,0.0117,0.0208
5.75,eb0482,5.6,0.39,20,0.0067,0.013
5.75,eb0482,5.6,0.395,0,0.3622,0.592
5.75,eb0482,5.6,0.395,1,0.1461,0.383
5.75,eb0482,5.6,0.395,2,0.0812,0.2837
5.75,eb0482,5.6,0.395,3,0.0571,0.2223
5.75,eb0482,5.6,0.395,4,0.0404,0.1872
5.75,eb0482,5.6,0.395,5,0.0361,0.1665
5.75,eb0482,5.6,0.395,6,0.0318,0.1479
5.75,eb0482,5.6,0.395,7,0.0281,0.1333
5.75,eb0482,5.6,0.395,8,0.027,0.1201
5.75,eb0482,5.6,0.395,9,0.023,0.1074
5.75,eb0482,5.6,0.395,10,0.0221,0.0975
5.75,eb0482,5.6,0.395,11,0.02,0.0885
5.75,eb0482,5.6,0.395,12,0.0191,0.0794
5.75,eb0482,5.6,0.395,13,0.0158,0.0704
5.75,eb0482,5.6,0.395,14,0.0161,0.0626
5.75,eb0482,5.6,0.395,15,0.0153,0.0548
5.75,eb0482,5.6,0.395,16,0.0143,0.0464
5.75,eb0482,5.6,0.395,17,0.0132,0.0379
5.75,eb0482,5.6,0.395,18,0.0125,0.0301
5.75,eb0482,5.6,0.395,19,0.0115,0.0207
5.75,eb0482,5.6,0.395,20,0.0067,0.0129
5.75,eb0482,5.6,0.4,0,0.3829,0.583
5.75,eb0482,5.6,0.4,1,0.1408,0.3667
5.75,eb0482,5.6,0.4,2,0.0775,0.2701
5.75,eb0482,5.6,0.4,3,0.054,0.2132
5.75,eb0482,5.6,0.4,4,0.0392,0.1815
5.75,eb0482,5.6,0.4,5,0.0349,0.1621
5.75,eb0482,5.6,0.4,6,0.031,0.144
5.75,eb0482,5.6,0.4,7,0.0278,0.1301
5.75,eb0482,5.6,0.4,8,0.0254,0.1177
5.75,eb0482,5.6,0.4,9,0.0226,0.1056
5.75,eb0482,5.6,0.4,10,0.0217,0.096
5.75,eb0482,5.6,0.4,11,0.0195,0.0873
5.75,eb0482,5.6,0.4,12,0.0185,0.0781
5.75,eb0482,5.6,0.4,13,0.0158,0.0693
5.75,eb0482,5.6,0.4,14,0.0159,0.0618
5.75,eb0482,5.6,0.4,15,0.0149,0.0543
5.75,eb0482,5.6,0.4,16,0.014,0.0458
5.75,eb0482,5.6,0.4,17,0.0133,0.0373
5.75,eb0482,5.6,0.4,18,0.0122,0.0298
5.75,eb0482,5.6,0.4,19,0.0113,0.0204
5.75,eb0482,5.6,0.4,20,0.0065,0.0126
5.75,eb0482,6.0,0.325,0,0.0829,0.7418
5.75,eb0482,6.0,0.325,1,0.1905,0.6029
5.75,eb0482,6.0,0.325,2,0.1382,0.477
5.75,eb0482,6.0,0.325,3,0.1032,0.3798
5.75,eb0482,6.0,0.325,4,0.0668,0.3015
5.75,eb0482,6.0,0.325,5,0.0558,0.2435
5.75,eb0482,6.0,0.325,6,0.0495,0.2017
5.75,eb0482,6.0,0.325,7,0.0429,0.1735
5.75,eb0482,6.0,0.325,8,0.0376,0.1495
5.75,eb0482,6.0,0.325,9,0.0332,0.1305
5.75,eb0482,6.0,0.325,10,0.0282,0.1145
5.75,eb0482,6.0,0.325,11,0.0265,0.1011
5.75,eb0482,6.0,0.325,12,0.0239,0.0896
5.75,eb0482,6.0,0.325,13,0.0205,0.0784
5.75,eb0482,6.0,0.325,14,0.0191,0.0676
5.75,eb0482,6.0,0.325,15,0.0184,0.0586
5.75,eb0482,6.0,0.325,16,0.0156,0.0483
5.75,eb0482,6.0,0.325,17,0.0152,0.0394
5.75,eb0482,6.0,0.325,18,0.0135,0.0306
5.75,eb0482,6.0,0.325,19,0.0121,0.0206
5.75,eb0482,6.0,0.325,20,0.0063,0.0124
5.75,eb0482,6.0,0.33,0,0.1064,0.7239
5.75,eb0482,6.0,0.33,1,0.1954,0.5796
5.75,eb0482,6.0,0.33,2,0.1336,0.4545
5.75,eb0482,6.0,0.33,3,0.0979,0.3588
5.75,eb0482,6.0,0.33,4,0.0634,0.2833
5.75,eb0482,6.0,0.33,5,0.052,0.2308
5.75,eb0482,6.0,0.33,6,0.0478,0.1935
5.75,eb0482,6.0,0.33,7,0.0416,0.1671
5.75,eb0482,6.0,0.33,8,0.0355,0.1451
5.75,eb0482,6.0,0.33,9,0.0325,0.1269
5.75,eb0482,6.0,0.33,10,0.0274,0.1113
5.75,eb0482,6.0,0.33,11,0.0254,0.0989
5.75,eb0482,6.0,0.33,12,0.0229,0.0879
5.75,eb0482,6.0,0.33,13,0.0196,0.077
5.75,eb0482,6.0,0.33,14,0.0192,0.0666
5.75,eb0482,6.0,0.33,15,0.018,0.0577
5.75,eb0482,6.0,0.33,16,0.0155,0.0476
5.75,eb0482,6.0,0.33,17,0.0147,0.0387
5.75,eb0482,6.0,0.33,18,0.0134,0.0301
5.75,eb0482,6.0,0.33,19,0.0117,0.0203
5.75,eb0482,6.0,0.33,20,0.0061,0.0122
5.75,eb0482,6.0,0.335,0,0.1338,0.7057
5.75,eb0482,6.0,0.335,1,0.196,0.5556
5.75,eb0482,6.0,0.335,2,0.1283,0.4323
5.75,eb0482,6.0,0.335,3,0.0931,0.3382
5.75,eb0482,6.0,0.335,4,0.0597,0.2658
5.75,eb0482,6.0,0.335,5,0.0487,0.2188
5.75,eb0482,6.0,0.335,6,0.0466,0.1862
5.75,eb0482,6.0,0.335,7,0.0399,0.1605
5.75,eb0482,6.0,0.335,8,0.0333,0.1407
5.75,eb0482,6.0,0.335,9,0.0313,0.1239
5.75,eb0482,6.0,0.335,10,0.0269,0.1087
5.75,eb0482,6.0,0.335,11,0.0244,0.0967
5.75,eb0482,6.0,0.335,12,0.0228,0.0859
5.75,eb0482,6.0,0.335,13,0.0188,0.0758
5.75,eb0482,6.0,0.335,14,0.0185,0.0653
5.75,eb0482,6.0,0.335,15,0.0177,0.0569
5.75,eb0482,6.0,0.335,16,0.0151,0.047
5.75,eb0482,6.0,0.335,17,0.0143,0.038
5.75,eb0482,6.0,0.335,18,0.0133,0.0297
5.75,eb0482,6.0,0.335,19,0.0117,0.0201
5.75,eb0482,6.0,0.335,20,0.0057,0.0119
5.75,eb0482,6.0,0.34,0,0.1618,0.689
5.75,eb0482,6.0,0.34,1,0.1946,0.5324
5.75,eb0482,6.0,0.34,2,0.1216,0.4116
5.75,eb0482,6.0,0.34,3,0.089,0.32
5.75,eb0482,6.0,0.34,4,0.0564,0.251
5.75,eb0482,6.0,0.34,5,0.0467,0.2088
5.75,eb0482,6.0,0.34,6,0.0451,0.1796
5.75,eb0482,6.0,0.34,7,0.0378,0.1549
5.75,eb0482,6.0,0.34,8,0.0324,0.1367
5.75,eb0482,6.0,0.34,9,0.0298,0.1209
5.75,eb0482,6.0,0.34,10,0.0266,0.1061
5.75,eb0482,6.0,0.34,11,0.0234,0.095
5.75,eb0482,6.0,0.34,12,0.0224,0.084
5.75,eb0482,6.0,0.34,13,0.0185,0.0739
5.75,eb0482,6.0,0.34,14,0.0175,0.0646
5.75,eb0482,6.0,0.34,15,0.0173,0.0559
5.75,eb0482,6.0,0.34,16,0.0151,0.0465
5.75,eb0482,6.0,0.34,17,0.0142,0.0373
5.75,eb0482,6.0,0.34,18,0.0127,0.0295
5.75,eb0482,6.0,0.34,19,0.0114,0.0196
5.75,eb0482,6.0,0.34,20,0.0056,0.0119
5.75,eb0482,6.0,0.345,0,0.1887,0.6741
5.75,eb0482,6.0,0.345,1,0.1937,0.5102
5.75,eb0482,6.0,0.345,2,0.1149,0.3908
5.75,eb0482,6.0,0.345,3,0.0846,0.3019
5.75,eb0482,6.0,0.345,4,0.0528,0.2379
5.75,eb0482,6.0,0.345,5,0.0462,0.1995
5.75,eb0482,6.0,0.345,6,0.0423,0.1729
5.75,eb0482,6.0,0.345,7,0.0362,0.1502
5.75,eb0482,6.0,0.345,8,0.0317,0.1326
5.75,eb0482,6.0,0.345,9,0.0285,0.1178
5.75,eb0482,6.0,0.345,10,0.0253,0.1037
5.75,eb0482,6.0,0.345,11,0.023,0.0934
5.75,eb0482,6.0,0.345,12,0.022,0.0823
5.75,eb0482,6.0,0.345,13,0.0181,0.0725
5.75,eb0482,6.0,0.345,14,0.0173,0.0634
5.75,eb0482,6.0,0.345,15,0.0163,0.0549
5.75,eb0482,6.0,0.345,16,0.015,0.046
5.75,eb0482,6.0,0.345,17,0.014,0.0368
5.75,eb0482,6.0,0.345,18,0.0124,0.0291
5.75,eb0482,6.0,0.345,19,0.0113,0.0193
5.75,eb0482,6.0,0.345,20,0.0054,0.0117
5.75,eb0482,6.0,0.35,0,0.2165,0.6597
5.75,eb0482,6.0,0.35,1,0.1902,0.4885
5.75,eb0482,6.0,0.35,2,0.1105,0.3699
5.75,eb0482,6.0,0.35,3,0.0788,0.284
5.75,eb0482,6.0,0.35,4,0.0494,0.226
5.75,eb0482,6.0,0.35,5,0.0458,0.1914
5.75,eb0482,6.0,0.35,6,0.0393,0.1672
5.75,eb0482,6.0,0.35,7,0.0351,0.1458
5.75,eb0482,6.0,0.35,8,0.0313,0.129
5.75,eb0482,6.0,0.35,9,0.0269,0.1146
5.75,eb0482,6.0,0.35,10,0.0245,0.1015
5.75,eb0482,6.0,0.35,11,0.0227,0.0918
5.75,eb0482,6.0,0.35,12,0.0212,0.0808
5.75,eb0482,6.0,0.35,13,0.0172,0.0711
5.75,eb0482,6.0,0.35,14,0.0173,0.0625
5.75,eb0482,6.0,0.35,15,0.016,0.0542
5.75,eb0482,6.0,0.35,16,0.0147,0.0453
5.75,eb0482,6.0,0.35,17,0.014,0.0366
5.75,eb0482,6.0,0.35,18,0.0121,0.0284
5.75,eb0482,6.0,0.35,19,0.0111,0.019
5.75,eb0482,6.0,0.35,20,0.0051,0.0116
5.75,eb0482,6.0,0.355,0,0.2451,0.6457
5.75,eb0482,6.0,0.355,1,0.1834,0.4675
5.75,eb0482,6.0,0.355,2,0.1057,0.3514
5.75,eb0482,6.0,0.355,3,0.0753,0.2684
5.75,eb0482,6.0,0.355,4,0.0465,0.2151
5.75,eb0482,6.0,0.355,5,0.0442,0.1845
5.75,eb0482,6.0,0.355,6,0.0388,0.1612
5.75,eb0482,6.0,0.355,7,0.033,0.1416
5.75,eb0482,6.0,0.355,8,0.0305,0.1258
5.75,eb0482,6.0,0.355,9,0.0256,0.1113
5.75,eb0482,6.0,0.355,10,0.0243,0.0996
5.75,eb0482,6.0,0.355,11,0.0218,0.0899
5.75,eb0482,6.0,0.355,12,0.0205,0.0796
5.75,eb0482,6.0,0.355,13,0.0171,0.0697
5.75,eb0482,6.0,0.355,14,0.0172,0.0615
5.75,eb0482,6.0,0.355,15,0.0155,0.0535
5.75,eb0482,6.0,0.355,16,0.0146,0.0445
5.75,eb0482,6.0,0.355,17,0.0136,0.0362
5.75,eb0482,6.0,0.355,18,0.0118,0.0276
5.75,eb0482,6.0,0.355,19,0.0108,0.0188
5.75,eb0482,6.0,0.355,20,0.0049,0.0114
5.75,eb0482,6.0,0.36,0,0.2707,0.6334
5.75,eb0482,6.0,0.36,1,0.1789,0.4478
5.75,eb0482,6.0,0.36,2,0.1013,0.3328
5.75,eb0482,6.0,0.36,3,0.0706,0.2531
5.75,eb0482,6.0,0.36,4,0.0444,0.2056
5.75,eb0482,6.0,0.36,5,0.0428,0.178
5.75,eb0482,6.0,0.36,6,0.0372,0.1556
5.75,eb0482,6.0,0.36,7,0.0309,0.1379
5.75,eb0482,6.0,0.36,8,0.03,0.1228
5.75,eb0482,6.0,0.36,9,0.0248,0.1088
5.75,eb0482,6.0,0.36,10,0.0237,0.0977
5.75,eb0482,6.0,0.36,11,0.0214,0.0883
5.75,eb0482,6.0,0.36,12,0.0198,0.078
5.75,eb0482,6.0,0.36,13,0.017,0.0685
5.75,eb0482,6.0,0.36,14,0.0165,0.0609
5.75,eb0482,6.0,0.36,15,0.0153,0.052
5.75,eb0482,6.0,0.36,16,0.014,0.0443
5.75,eb0482,6.0,0.36,17,0.0135,0.0359
5.75,eb0482,6.0,0.36,18,0.0116,0.0273
5.75,eb0482,6.0,0.36,19,0.0107,0.0185
5.75,eb0482,6.0,0.36,20,0.0048,0.0114
5.75,eb0482,6.0,0.365,0,0.2967,0.6214
5.75,eb0482,6.0,0.365,1,0.1726,0.4285
5.75,eb0482,6.0,0.365,2,0.0963,0.3158
5.75,eb0482,6.0,0.365,3,0.0672,0.2403
5.75,eb0482,6.0,0.365,4,0.0433,0.1967
5.75,eb0482,6.0,0.365,5,0.041,0.172
5.75,eb0482,6.0,0.365,6,0.0352,0.1505
5.75,eb0482,6.0,0.365,7,0.0303,0.1345
5.75,eb0482,6.0,0.365,8,0.0287,0.1198
5.75,eb0482,6.0,0.365,9,0.0243,0.1063
5.75,eb0482,6.0,0.365,10,0.023,0.096
5.75,eb0482,6.0,0.365,11,0.0211,0.0864
5.75,eb0482,6.0,0.365,12,0.0187,0.0767
5.75,eb0482,6.0,0.365,13,0.0167,0.0674
5.75,eb0482,6.0,0.365,14,0.016,0.0601
5.75,eb0482,6.0,0.365,15,0.0153,0.0513
5.75,eb0482,6.0,0.365,16,0.0135,0.0437
5.75,eb0482,6.0,0.365,17,0.0135,0.0354
5.75,eb0482,6.0,0.365,18,0.0112,0.0269
5.75,eb0482,6.0,0.365,19,0.0107,0.0183
5.75,eb0482,6.0,0.365,20,0.0045,0.0113
5.75,eb0482,6.0,0.37,0,0.3219,0.6099
5.75,eb0482,6.0,0.37,1,0.1665,0.4094
5.75,eb0482,6.0,0.37,2,0.0917,0.2987
5.75,eb0482,6.0,0.37,3,0.0624,0.2285
5.75,eb0482,6.0,0.37,4,0.0438,0.1892
5.75,eb0482,6.0,0.37,5,0.0385,0.1663
5.75,eb0482,6.0,0.37,6,0.0339,0.146
5.75,eb0482,6.0,0.37,7,0.0297,0.1306
5.75,eb0482,6.0,0.37,8,0.0268,0.1171
5.75,eb0482,6.0,0.37,9,0.0246,0.1042
5.75,eb0482,6.0,0.37,10,0.0219,0.0939
5.75,eb0482,6.0,0.37,11,0.0204,0.0851
5.75,eb0482,6.0,0.37,12,0.0182,0.0755
5.75,eb0482,6.0,0.37,13,0.0167,0.0663
5.75,eb0482,6.0,0.37,14,0.0158,0.0594
5.75,eb0482,6.0,0.37,15,0.0151,0.0504
5.75,eb0482,6.0,0.37,16,0.0132,0.043
5.75,eb0482,6.0,0.37,17,0.0131,0.0348
5.75,eb0482,6.0,0.37,18,0.011,0.0267
5.75,eb0482,6.0,0.37,19,0.0106,0.0179
5.75,eb0482,6.0,0.37,20,0.0043,0.0115
5.75,eb0482,6.0,0.375,0,0.3463,0.5991
5.75,eb0482,6.0,0.375,1,0.1594,0.3911
5.75,eb0482,6.0,0.375,2,0.0875,0.2833
5.75,eb0482,6.0,0.375,3,0.0598,0.2181
5.75,eb0482,6.0,0.375,4,0.0419,0.1822
5.75,eb0482,6.0,0.375,5,0.0368,0.1612
5.75,eb0482,6.0,0.375,6,0.0327,0.1422
5.75,eb0482,6.0,0.375,7,0.0291,0.1272
5.75,eb0482,6.0,0.375,8,0.026,0.1142
5.75,eb0482,6.0,0.375,9,0.0234,0.1019
5.75,eb0482,6.0,0.375,10,0.0214,0.0927
5.75,eb0482,6.0,0.375,11,0.0204,0.0831
5.75,eb0482,6.0,0.375,12,0.0167,0.0747
5.75,eb0482,6.0,0.375,13,0.0171,0.0656
5.75,eb0482,6.0,0.375,14,0.0158,0.0583
5.75,eb0482,6.0,0.375,15,0.0144,0.0497
5.75,eb0482,6.0,0.375,16,0.0133,0.0424
5.75,eb0482,6.0,0.375,17,0.0127,0.0342
5.75,eb0482,6.0,0.375,18,0.0108,0.0265
5.75,eb0482,6.0,0.375,19,0.0104,0.0177
5.75,eb0482,6.0,0.375,20,0.0042,0.0114
5.75,eb0482,6.4,0.31,0,0.0544,0.7681
5.75,eb0482,6.4,0.31,1,0.1942,0.6283
5.75,eb0482,6.4,0.31,2,0.1493,0.4933
5.75,eb0482,6.4,0.31,3,0.1126,0.3885
5.75,eb0482,6.4,0.31,4,0.0716,0.3034
5.75,eb0482,6.4,0.31,5,0.0586,0.2415
5.75,eb0482,6.4,0.31,6,0.0519,0.1982
5.75,eb0482,6.4,0.31,7,0.0448,0.1685
5.75,eb0482,6.4,0.31,8,0.0375,0.1448
5.75,eb0482,6.4,0.31,9,0.0344,0.1256
5.75,eb0482,6.4,0.31,10,0.0285,0.109
5.75,eb0482,6.4,0.31,11,0.0256,0.0962
5.75,eb0482,6.4,0.31,12,0.0241,0.0845
5.75,eb0482,6.4,0.31,13,0.0198,0.0735
5.75,eb0482,6.4,0.31,14,0.0185,0.0636
5.75,eb0482,6.4,0.31,15,0.0171,0.0545
5.75,eb0482,6.4,0.31,16,0.0158,0.0449
5.75,eb0482,6.4,0.31,17,0.0142,0.036
5.75,eb0482,6.4,0.31,18,0.0119,0.027
5.75,eb0482,6.4,0.31,19,0.0112,0.0177
5.75,eb0482,6.4,0.31,20,0.0038,0.0115
5.75,eb0482,6.4,0.315,0,0.0782,0.7457
5.75,eb0482,6.4,0.315,1,0.2025,0.6021
5.75,eb0482,6.4,0.315,2,0.1451,0.4677
5.75,eb0482,6.4,0.315,3,0.1058,0.3644
5.75,eb0482,6.4,0.315,4,0.0677,0.2828
5.75,eb0482,6.4,0.315,5,0.0544,0.2272
5.75,eb0482,6.4,0.315,6,0.0504,0.189
5.75,eb0482,6.4,0.315,7,0.0423,0.1613
5.75,eb0482,6.4,0.315,8,0.0355,0.1398
5.75,eb0482,6.4,0.315,9,0.0324,0.122
5.75,eb0482,6.4,0.315,10,0.0282,0.1062
5.75,eb0482,6.4,0.315,11,0.0248,0.0942
5.75,eb0482,6.4,0.315,12,0.0235,0.0825
5.75,eb0482,6.4,0.315,13,0.0186,0.072
5.75,eb0482,6.4,0.315,14,0.0186,0.0623
5.75,eb0482,6.4,0.315,15,0.0167,0.0534
5.75,eb0482,6.4,0.315,16,0.015,0.0443
5.75,eb0482,6.4,0.315,17,0.0142,0.0354
5.75,eb0482,6.4,0.315,18,0.0117,0.0266
5.75,eb0482,6.4,0.315,19,0.0109,0.0172
5.75,eb0482,6.4,0.315,20,0.0036,0.0116
5.75,eb0482,6.4,0.32,0,0.1042,0.7255
5.75,eb0482,6.4,0.32,1,0.2074,0.5765
5.75,eb0482,6.4,0.32,2,0.1398,0.4432
5.75,eb0482,6.4,0.32,3,0.1002,0.3415
5.75,eb0482,6.4,0.32,4,0.0634,0.2636
5.75,eb0482,6.4,0.32,5,0.0507,0.2145
5.75,eb0482,6.4,0.32,6,0.0483,0.1814
5.75,eb0482,6.4,0.32,7,0.0402,0.1551
5.75,eb0482,6.4,0.32,8,0.0348,0.1351
5.75,eb0482,6.4,0.32,9,0.0306,0.1185
5.75,eb0482,6.4,0.32,10,0.027,0.1034
5.75,eb0482,6.4,0.32,11,0.0242,0.0923
5.75,eb0482,6.4,0.32,12,0.0223,0.0808
5.75,eb0482,6.4,0.32,13,0.0183,0.0702
5.75,eb0482,6.4,0.32,14,0.0182,0.0615
5.75,eb0482,6.4,0.32,15,0.0162,0.052
5.75,eb0482,6.4,0.32,16,0.0146,0.0438
5.75,eb0482,6.4,0.32,17,0.014,0.0348
5.75,eb0482,6.4,0.32,18,0.0116,0.0262
5.75,eb0482,6.4,0.32,19,0.0107,0.0169
5.75,eb0482,6.4,0.32,20,0.0033,0.0113
5.75,eb0482,6.4,0.325,0,0.1338,0.7057
5.75,eb0482,6.4,0.325,1,0.2078,0.5507
5.75,eb0482,6.4,0.325,2,0.1327,0.4198
5.75,eb0482,6.4,0.325,3,0.0949,0.3207
5.75,eb0482,6.4,0.325,4,0.0591,0.2474
5.75,eb0482,6.4,0.325,5,0.0495,0.2037
5.75,eb0482,6.4,0.325,6,0.0457,0.1739
5.75,eb0482,6.4,0.325,7,0.0381,0.1496
5.75,eb0482,6.4,0.325,8,0.0335,0.131
5.75,eb0482,6.4,0.325,9,0.0295,0.1151
5.75,eb0482,6.4,0.325,10,0.0257,0.101
5.75,eb0482,6.4,0.325,11,0.0238,0.0903
5.75,eb0482,6.4,0.325,12,0.0214,0.0793
5.75,eb0482,6.4,0.325,13,0.0184,0.0686
5.75,eb0482,6.4,0.325,14,0.0171,0.0607
5.75,eb0482,6.4,0.325,15,0.0162,0.0511
5.75,eb0482,6.4,0.325,16,0.0144,0.043
5.75,eb0482,6.4,0.325,17,0.0134,0.0342
5.75,eb0482,6.4,0.325,18,0.0116,0.0257
5.75,eb0482,6.4,0.325,19,0.0102,0.0167
5.75,eb0482,6.4,0.325,20,0.0031,0.0111
5.75,eb0482,6.4,0.33,0,0.1647,0.6874
5.75,eb0482,6.4,0.33,1,0.2072,0.5247
5.75,eb0482,6.4,0.33,2,0.1245,0.3961
5.75,eb0482,6.4,0.33,3,0.0895,0.3004
5.75,eb0482,6.4,0.33,4,0.0546,0.2333
5.75,eb0482,6.4,0.33,5,0.0493,0.1941
5.75,eb0482,6.4,0.33,6,0.0421,0.1672
5.75,eb0482,6.4,0.33,7,0.0365,0.1447
5.75,eb0482,6.4,0.33,8,0.033,0.1269
5.75,eb0482,6.4,0.33,9,0.0274,0.1115
5.75,eb0482,6.4,0.33,10,0.0259,0.0989
5.75,eb0482,6.4,0.33,11,0.0225,0.0883
5.75,eb0482,6.4,0.33,12,0.0208,0.0776
5.75,eb0482,6.4,0.33,13,0.018,0.0674
5.75,eb0482,6.4,0.33,14,0.0168,0.0597
5.75,eb0482,6.4,0.33,15,0.0159,0.0502
5.75,eb0482,6.4,0.33,16,0.0141,0.042
5.75,eb0482,6.4,0.33,17,0.0131,0.0336
5.75,eb0482,6.4,0.33,18,0.0112,0.0254
5.75,eb0482,6.4,0.33,19,0.01,0.0164
5.75,eb0482,6.4,0.33,20,0.003,0.0109
5.75,eb0482,6.4,0.335,0,0.1943,0.6712
5.75,eb0482,6.4,0.335,1,0.2041,0.5012
5.75,eb0482,6.4,0.335,2,0.1197,0.3734
5.75,eb0482,6.4,0.335,3,0.0833,0.2807
5.75,eb0482,6.4,0.335,4,0.0511,0.2203
5.75,eb0482,6.4,0.335,5,0.0468,0.1858
5.75,eb0482,6.4,0.335,6,0.0411,0.1608
5.75,eb0482,6.4,0.335,7,0.0342,0.1403
5.75,eb0482,6.4,0.335,8,0.032,0.1233
5.75,eb0482,6.4,0.335,9,0.0266,0.1082
5.75,eb0482,6.4,0.335,10,0.0246,0.0968
5.75,eb0482,6.4,0.335,11,0.0225,0.0863
5.75,eb0482,6.4,0.335,12,0.0192,0.0761
5.75,eb0482,6.4,0.335,13,0.0179,0.0661
