v_c,E_bind_tag,tau_ps,E0_eV,n,weight,mean_KE_eV
5.25,eb1168,5.2,0.34,7,0.0481,0.3883
5.25,eb1168,5.2,0.34,8,0.0379,0.3209
5.25,eb1168,5.2,0.34,9,0.0313,0.2543
5.25,eb1168,5.2,0.34,10,0.0235,0.1981
5.25,eb1168,5.2,0.34,11,0.0201,0.1538
5.25,eb1168,5.2,0.34,12,0.0173,0.1203
5.25,eb1168,5.2,0.34,13,0.0134,0.0923
5.25,eb1168,5.2,0.34,14,0.012,0.0704
5.25,eb1168,5.2,0.34,15,0.0101,0.0508
5.25,eb1168,5.2,0.34,16,0.0079,0.0334
5.25,eb1168,5.2,0.34,17,0.0069,0.0182
5.25,eb1168,5.2,0.34,18,0.0021,0.0089
5.25,eb1168,5.2,0.345,0,0.1134,0.8858
5.25,eb1168,5.2,0.345,1,0.2081,0.7825
5.25,eb1168,5.2,0.345,2,0.148,0.6905
5.25,eb1168,5.2,0.345,3,0.1145,0.6159
5.25,eb1168,5.2,0.345,4,0.0737,0.5531
5.25,eb1168,5.2,0.345,5,0.0677,0.4963
5.25,eb1168,5.2,0.345,6,0.0546,0.4367
5.25,eb1168,5.2,0.345,7,0.0451,0.3736
5.25,eb1168,5.2,0.345,8,0.037,0.3069
5.25,eb1168,5.2,0.345,9,0.0293,0.2414
5.25,eb1168,5.2,0.345,10,0.0226,0.1887
5.25,eb1168,5.2,0.345,11,0.0188,0.148
5.25,eb1168,5.2,0.345,12,0.0165,0.1168
5.25,eb1168,5.2,0.345,13,0.0131,0.0898
5.25,eb1168,5.2,0.345,14,0.0117,0.0684
5.25,eb1168,5.2,0.345,15,0.0099,0.049
5.25,eb1168,5.2,0.345,16,0.0077,0.0321
5.25,eb1168,5.2,0.345,17,0.0066,0.0172
5.25,eb1168,5.2,0.345,18,0.0018,0.0088
5.25,eb1168,5.2,0.35,0,0.1407,0.8724
5.25,eb1168,5.2,0.35,1,0.2101,0.7642
5.25,eb1168,5.2,0.35,2,0.1432,0.6726
5.25,eb1168,5.2,0.35,3,0.1097,0.5986
5.25,eb1168,5.2,0.35,4,0.0698,0.5361
5.25,eb1168,5.2,0.35,5,0.0646,0.4812
5.25,eb1168,5.2,0.35,6,0.0518,0.4213
5.25,eb1168,5.2,0.35,7,0.043,0.3594
5.25,eb1168,5.2,0.35,8,0.0348,0.2936
5.25,eb1168,5.2,0.35,9,0.0283,0.2302
5.25,eb1168,5.2,0.35,10,0.0209,0.1808
5.25,eb1168,5.2,0.35,11,0.0186,0.1423
5.25,eb1168,5.2,0.35,12,0.0153,0.1128
5.25,eb1168,5.2,0.35,13,0.0129,0.0874
5.25,eb1168,5.2,0.35,14,0.0112,0.0662
5.25,eb1168,5.2,0.35,15,0.0095,0.0479
5.25,eb1168,5.2,0.35,16,0.0077,0.031
5.25,eb1168,5.2,0.35,17,0.0063,0.0167
5.25,eb1168,5.2,0.35,18,0.0017,0.0087
5.25,eb1168,5.6,0.315,0,0.0328,0.9443
5.25,eb1168,5.6,0.315,1,0.1848,0.848
5.25,eb1168,5.6,0.315,2,0.1704,0.7505
5.25,eb1168,5.6,0.315,3,0.1376,0.6682
5.25,eb1168,5.6,0.315,4,0.0923,0.5972
5.25,eb1168,5.6,0.315,5,0.0781,0.5323
5.25,eb1168,5.6,0.315,6,0.0662,0.467
5.25,eb1168,5.6,0.315,7,0.0535,0.3957
5.25,eb1168,5.6,0.315,8,0.0405,0.3224
5.25,eb1168,5.6,0.315,9,0.0332,0.2509
5.25,eb1168,5.6,0.315,10,0.025,0.1906
5.25,eb1168,5.6,0.315,11,0.02,0.1462
5.25,eb1168,5.6,0.315,12,0.0167,0.1133
5.25,eb1168,5.6,0.315,13,0.0137,0.0861
5.25,eb1168,5.6,0.315,14,0.0115,0.0635
5.25,eb1168,5.6,0.315,15,0.0099,0.0453
5.25,eb1168,5.6,0.315,16,0.0074,0.0278
5.25,eb1168,5.6,0.315,17,0.0061,0.0135
5.25,eb1168,5.6,0.32,0,0.0506,0.9264
5.25,eb1168,5.6,0.32,1,0.2023,0.8279
5.25,eb1168,5.6,0.32,2,0.1675,0.7287
5.25,eb1168,5.6,0.32,3,0.132,0.6465
5.25,eb1168,5.6,0.32,4,0.086,0.5766
5.25,eb1168,5.6,0.32,5,0.0748,0.5129
5.25,eb1168,5.6,0.32,6,0.0618,0.4482
5.25,eb1168,5.6,0.32,7,0.0494,0.3787
5.25,eb1168,5.6,0.32,8,0.0392,0.3065
5.25,eb1168,5.6,0.32,9,0.0312,0.2362
5.25,eb1168,5.6,0.32,10,0.0227,0.1815
5.25,eb1168,5.6,0.32,11,0.0198,0.1401
5.25,eb1168,5.6,0.32,12,0.0162,0.1085
5.25,eb1168,5.6,0.32,13,0.0131,0.0825
5.25,eb1168,5.6,0.32,14,0.0108,0.0613
5.25,eb1168,5.6,0.32,15,0.0096,0.0434
5.25,eb1168,5.6,0.32,16,0.0073,0.0262
5.25,eb1168,5.6,0.32,17,0.0057,0.0127
5.25,eb1168,5.6,0.325,0,0.0736,0.909
5.25,eb1168,5.6,0.325,1,0.2134,0.8077
5.25,eb1168,5.6,0.325,2,0.1637,0.7079
5.25,eb1168,5.6,0.325,3,0.1257,0.626
5.25,eb1168,5.6,0.325,4,0.0803,0.5571
5.25,eb1168,5.6,0.325,5,0.0726,0.4948
5.25,eb1168,5.6,0.325,6,0.057,0.4297
5.25,eb1168,5.6,0.325,7,0.0468,0.362
5.25,eb1168,5.6,0.325,8,0.0369,0.2908
5.25,eb1168,5.6,0.325,9,0.0295,0.2239
5.25,eb1168,5.6,0.325,10,0.0217,0.1717
5.25,eb1168,5.6,0.325,11,0.0182,0.1347
5.25,eb1168,5.6,0.325,12,0.0156,0.1045
5.25,eb1168,5.6,0.325,13,0.0127,0.0801
5.25,eb1168,5.6,0.325,14,0.0107,0.0589
5.25,eb1168,5.6,0.325,15,0.0092,0.0417
5.25,eb1168,5.6,0.325,16,0.0069,0.0254
5.25,eb1168,5.6,0.325,17,0.0055,0.0121
5.25,eb1168,5.6,0.33,0,0.0988,0.8937
5.25,eb1168,5.6,0.33,1,0.2218,0.7878
5.25,eb1168,5.6,0.33,2,0.1585,0.6876
5.25,eb1168,5.6,0.33,3,0.1202,0.6061
5.25,eb1168,5.6,0.33,4,0.0757,0.5375
5.25,eb1168,5.6,0.33,5,0.0688,0.477
5.25,eb1168,5.6,0.33,6,0.0541,0.4116
5.25,eb1168,5.6,0.33,7,0.0434,0.3448
5.25,eb1168,5.6,0.33,8,0.0345,0.276
5.25,eb1168,5.6,0.33,9,0.0277,0.2129
5.25,eb1168,5.6,0.33,10,0.0208,0.1637
5.25,eb1168,5.6,0.33,11,0.0179,0.1287
5.25,eb1168,5.6,0.33,12,0.0145,0.1003
5.25,eb1168,5.6,0.33,13,0.012,0.0771
5.25,eb1168,5.6,0.33,14,0.0108,0.0566
5.25,eb1168,5.6,0.33,15,0.0087,0.0399
5.25,eb1168,5.6,0.33,16,0.0066,0.0242
5.25,eb1168,5.6,0.33,17,0.005,0.0116
5.25,eb1168,6.0,0.305,0,0.0284,0.9497
5.25,eb1168,6.0,0.305,1,0.1957,0.8476
5.25,eb1168,6.0,0.305,2,0.1815,0.7428
5.25,eb1168,6.0,0.305,3,0.1431,0.6533
5.25,eb1168,6.0,0.305,4,0.0922,0.577
5.25,eb1168,6.0,0.305,5,0.0792,0.5079
5.25,eb1168,6.0,0.305,6,0.0633,0.4378
5.25,eb1168,6.0,0.305,7,0.0502,0.3637
5.25,eb1168,6.0,0.305,8,0.0388,0.2876
5.25,eb1168,6.0,0.305,9,0.0304,0.2175
5.25,eb1168,6.0,0.305,10,0.0222,0.1639
5.25,eb1168,6.0,0.305,11,0.0191,0.1264
5.25,eb1168,6.0,0.305,12,0.0145,0.0966
5.25,eb1168,6.0,0.305,13,0.013,0.0725
5.25,eb1168,6.0,0.305,14,0.0102,0.0526
5.25,eb1168,6.0,0.305,15,0.0083,0.0351
5.25,eb1168,6.0,0.305,16,0.0067,0.0201
5.25,eb1168,6.0,0.305,17,0.0032,0.0094
5.25,eb1168,6.0,0.31,0,0.0473,0.9294
5.25,eb1168,6.0,0.31,1,0.216,0.8258
5.25,eb1168,6.0,0.31,2,0.1776,0.7188
5.25,eb1168,6.0,0.31,3,0.1354,0.6298
5.25,eb1168,6.0,0.31,4,0.0856,0.5547
5.25,eb1168,6.0,0.31,5,0.0753,0.4878
5.25,eb1168,6.0,0.31,6,0.0597,0.4168
5.25,eb1168,6.0,0.31,7,0.046,0.3443
5.25,eb1168,6.0,0.31,8,0.0365,0.2705
5.25,eb1168,6.0,0.31,9,0.0276,0.2054
5.25,eb1168,6.0,0.31,10,0.0214,0.1559
5.25,eb1168,6.0,0.31,11,0.0182,0.1206
5.25,eb1168,6.0,0.31,12,0.0138,0.0922
5.25,eb1168,6.0,0.31,13,0.0125,0.0698
5.25,eb1168,6.0,0.31,14,0.0099,0.0504
5.25,eb1168,6.0,0.31,15,0.008,0.0334
5.25,eb1168,6.0,0.31,16,0.0065,0.019
5.25,eb1168,6.0,0.31,17,0.0027,0.0086
5.25,eb1168,6.0,0.315,0,0.0721,0.91
5.25,eb1168,6.0,0.315,1,0.2291,0.8036
5.25,eb1168,6.0,0.315,2,0.1719,0.6959
5.25,eb1168,6.0,0.315,3,0.1287,0.6074
5.25,eb1168,6.0,0.315,4,0.0807,0.5325
5.25,eb1168,6.0,0.315,5,0.071,0.4673
5.25,eb1168,6.0,0.315,6,0.0554,0.3968
5.25,eb1168,6.0,0.315,7,0.0425,0.3253
5.25,eb1168,6.0,0.315,8,0.0341,0.2541
5.25,eb1168,6.0,0.315,9,0.0251,0.1946
5.25,eb1168,6.0,0.315,10,0.0204,0.1495
5.25,eb1168,6.0,0.315,11,0.0178,0.1161
5.25,eb1168,6.0,0.315,12,0.0134,0.0882
5.25,eb1168,6.0,0.315,13,0.0118,0.0671
5.25,eb1168,6.0,0.315,14,0.0098,0.0482
5.25,eb1168,6.0,0.315,15,0.0074,0.032
5.25,eb1168,6.0,0.315,16,0.0064,0.018
5.25,eb1168,6.0,0.315,17,0.0024,0.0084
5.25,eb1168,6.4,0.295,0,0.0206,0.9619
5.25,eb1168,6.4,0.295,1,0.1973,0.8538
5.25,eb1168,6.4,0.295,2,0.1939,0.7428
5.25,eb1168,6.4,0.295,3,0.15,0.6461
5.25,eb1168,6.4,0.295,4,0.0936,0.5642
5.25,eb1168,6.4,0.295,5,0.081,0.4916
5.25,eb1168,6.4,0.295,6,0.0632,0.4154
5.25,eb1168,6.4,0.295,7,0.0485,0.3371
5.25,eb1168,6.4,0.295,8,0.0363,0.259
5.25,eb1168,6.4,0.295,9,0.0271,0.1946
5.25,eb1168,6.4,0.295,10,0.0218,0.1464
5.25,eb1168,6.4,0.295,11,0.0174,0.1122
5.25,eb1168,6.4,0.295,12,0.0139,0.0847
5.25,eb1168,6.4,0.295,13,0.0116,0.0623
5.25,eb1168,6.4,0.295,14,0.0096,0.0447
5.25,eb1168,6.4,0.295,15,0.0072,0.0281
5.25,eb1168,6.4,0.295,16,0.0059,0.0145
5.25,eb1168,6.4,0.295,17,0.0011,0.0075
5.25,eb1168,6.4,0.3,0,0.0378,0.9385
5.25,eb1168,6.4,0.3,1,0.2232,0.8306
5.25,eb1168,6.4,0.3,2,0.1885,0.7166
5.25,eb1168,6.4,0.3,3,0.1413,0.6208
5.25,eb1168,6.4,0.3,4,0.0881,0.5395
5.25,eb1168,6.4,0.3,5,0.0755,0.4687
5.25,eb1168,6.4,0.3,6,0.0584,0.3932
5.25,eb1168,6.4,0.3,7,0.0436,0.3167
5.25,eb1168,6.4,0.3,8,0.0347,0.2423
5.25,eb1168,6.4,0.3,9,0.0251,0.1822
5.25,eb1168,6.4,0.3,10,0.0205,0.1382
5.25,eb1168,6.4,0.3,11,0.0165,0.1064
5.25,eb1168,6.4,0.3,12,0.0132,0.0806
5.25,eb1168,6.4,0.3,13,0.0108,0.0596
5.25,eb1168,6.4,0.3,14,0.0094,0.0423
5.25,eb1168,6.4,0.3,15,0.0069,0.0265
5.25,eb1168,6.4,0.3,16,0.0057,0.0134
5.25,eb1168,6.4,0.3,17,0.0007,0.0081
5.25,eb1168,6.8,0.29,0,0.0242,0.9559
5.25,eb1168,6.8,0.29,1,0.2218,0.8419
5.25,eb1168,6.8,0.29,2,0.2007,0.7224
5.25,eb1168,6.8,0.29,3,0.1497,0.6197
5.25,eb1168,6.8,0.29,4,0.0922,0.532
5.25,eb1168,6.8,0.29,5,0.0766,0.4567
5.25,eb1168,6.8,0.29,6,0.0574,0.3775
5.25,eb1168,6.8,0.29,7,0.044,0.2972
5.25,eb1168,6.8,0.29,8,0.0334,0.2213
5.25,eb1168,6.8,0.29,9,0.0235,0.1642
5.25,eb1168,6.8,0.29,10,0.0198,0.1253
5.25,eb1168,6.8,0.29,11,0.015,0.0953
5.25,eb1168,6.8,0.29,12,0.0129,0.0712
5.25,eb1168,6.8,0.29,13,0.0103,0.0517
5.25,eb1168,6.8,0.29,14,0.0081,0.0351
5.25,eb1168,6.8,0.29,15,0.0063,0.0206
5.25,eb1168,6.8,0.29,16,0.004,0.0103
5.25,eb154,4.0,0.415,0,0.157,0.8437
5.25,eb154,4.0,0.415,1,0.1637,0.7474
5.25,eb154,4.0,0.415,2,0.1181,0.6805
5.25,eb154,4.0,0.415,3,0.0964,0.6263
5.25,eb154,4.0,0.415,4,0.0672,0.5806
5.25,eb154,4.0,0.415,5,0.0601,0.5393
5.25,eb154,4.0,0.415,6,0.0575,0.4928
5.25,eb154,4.0,0.415,7,0.0495,0.4439
5.25,eb154,4.0,0.415,8,0.0425,0.39
5.25,eb154,4.0,0.415,9,0.0355,0.3339
5.25,eb154,4.0,0.415,10,0.0312,0.2739
5.25,eb154,4.0,0.415,11,0.0261,0.2172
5.25,eb154,4.0,0.415,12,0.0204,0.1728
5.25,eb154,4.0,0.415,13,0.0178,0.1355
5.25,eb154,4.0,0.415,14,0.0168,0.1043
5.25,eb154,4.0,0.415,15,0.0132,0.0751
5.25,eb154,4.0,0.415,16,0.0119,0.052
5.25,eb154,4.0,0.415,17,0.0098,0.0302
5.25,eb154,4.0,0.415,18,0.0053,0.0132
5.25,eb154,4.0,0.42,0,0.1751,0.836
5.25,eb154,4.0,0.42,1,0.1649,0.7356
5.25,eb154,4.0,0.42,2,0.1161,0.6688
5.25,eb154,4.0,0.42,3,0.0934,0.6146
5.25,eb154,4.0,0.42,4,0.0658,0.5693
5.25,eb154,4.0,0.42,5,0.0579,0.5275
5.25,eb154,4.0,0.42,6,0.0557,0.4825
5.25,eb154,4.0,0.42,7,0.0477,0.4334
5.25,eb154,4.0,0.42,8,0.0413,0.38
5.25,eb154,4.0,0.42,9,0.0344,0.3233
5.25,eb154,4.0,0.42,10,0.0295,0.265
5.25,eb154,4.0,0.42,11,0.0255,0.2109
5.25,eb154,4.0,0.42,12,0.0197,0.1673
5.25,eb154,4.0,0.42,13,0.0175,0.1314
5.25,eb154,4.0,0.42,14,0.0159,0.1015
5.25,eb154,4.0,0.42,15,0.0131,0.0734
5.25,eb154,4.0,0.42,16,0.0116,0.0507
5.25,eb154,4.0,0.42,17,0.0096,0.0294
5.25,eb154,4.0,0.42,18,0.005,0.0129
5.25,eb154,4.4,0.375,0,0.0979,0.8727
5.25,eb154,4.4,0.375,1,0.1736,0.7825
5.25,eb154,4.4,0.375,2,0.1339,0.7067
5.25,eb154,4.4,0.375,3,0.1081,0.6463
5.25,eb154,4.4,0.375,4,0.0786,0.5936
5.25,eb154,4.4,0.375,5,0.0671,0.5458
5.25,eb154,4.4,0.375,6,0.063,0.4936
5.25,eb154,4.4,0.375,7,0.0536,0.4384
5.25,eb154,4.4,0.375,8,0.0455,0.3783
5.25,eb154,4.4,0.375,9,0.0366,0.315
5.25,eb154,4.4,0.375,10,0.0304,0.2523
5.25,eb154,4.4,0.375,11,0.0258,0.198
5.25,eb154,4.4,0.375,12,0.0201,0.1523
5.25,eb154,4.4,0.375,13,0.0171,0.119
5.25,eb154,4.4,0.375,14,0.0153,0.0886
5.25,eb154,4.4,0.375,15,0.0127,0.0633
5.25,eb154,4.4,0.375,16,0.0107,0.0398
5.25,eb154,4.4,0.375,17,0.0085,0.0211
5.25,eb154,4.4,0.375,18,0.0017,0.0095
5.25,eb154,4.4,0.38,0,0.1175,0.8622
5.25,eb154,4.4,0.38,1,0.1773,0.7684
5.25,eb154,4.4,0.38,2,0.132,0.6926
5.25,eb154,4.4,0.38,3,0.1062,0.6315
5.25,eb154,4.4,0.38,4,0.074,0.5795
5.25,eb154,4.4,0.38,5,0.0651,0.5323
5.25,eb154,4.4,0.38,6,0.061,0.4809
5.25,eb154,4.4,0.38,7,0.0508,0.426
5.25,eb154,4.4,0.38,8,0.0436,0.3668
5.25,eb154,4.4,0.38,9,0.0351,0.3041
5.25,eb154,4.4,0.38,10,0.0298,0.243
5.25,eb154,4.4,0.38,11,0.0242,0.191
5.25,eb154,4.4,0.38,12,0.0195,0.1478
5.25,eb154,4.4,0.38,13,0.0171,0.115
5.25,eb154,4.4,0.38,14,0.0146,0.0855
5.25,eb154,4.4,0.38,15,0.012,0.0613
5.25,eb154,4.4,0.38,16,0.0106,0.0387
5.25,eb154,4.4,0.38,17,0.0081,0.0199
5.25,eb154,4.4,0.38,18,0.0015,0.0099
5.25,eb154,4.4,0.385,0,0.1384,0.8521
5.25,eb154,4.4,0.385,1,0.1791,0.7544
5.25,eb154,4.4,0.385,2,0.1296,0.6789
5.25,eb154,4.4,0.385,3,0.1034,0.6177
5.25,eb154,4.4,0.385,4,0.0718,0.5659
5.25,eb154,4.4,0.385,5,0.0618,0.5186
5.25,eb154,4.4,0.385,6,0.0591,0.469
5.25,eb154,4.4,0.385,7,0.0483,0.4139
5.25,eb154,4.4,0.385,8,0.0415,0.356
5.25,eb154,4.4,0.385,9,0.0341,0.294
5.25,eb154,4.4,0.385,10,0.0287,0.2343
5.25,eb154,4.4,0.385,11,0.0229,0.1851
5.25,eb154,4.4,0.385,12,0.0191,0.1437
5.25,eb154,4.4,0.385,13,0.0172,0.1112
5.25,eb154,4.4,0.385,14,0.0138,0.0828
5.25,eb154,4.4,0.385,15,0.0118,0.0591
5.25,eb154,4.4,0.385,16,0.0105,0.0372
5.25,eb154,4.4,0.385,17,0.0077,0.019
5.25,eb154,4.4,0.385,18,0.0012,0.0098
5.25,eb154,4.4,0.39,0,0.1593,0.8427
5.25,eb154,4.4,0.39,1,0.1807,0.7407
5.25,eb154,4.4,0.39,2,0.1272,0.6651
5.25,eb154,4.4,0.39,3,0.1002,0.6039
5.25,eb154,4.4,0.39,4,0.0684,0.5526
5.25,eb154,4.4,0.39,5,0.0611,0.5051
5.25,eb154,4.4,0.39,6,0.056,0.4562
5.25,eb154,4.4,0.39,7,0.0461,0.4019
5.25,eb154,4.4,0.39,8,0.04,0.3447
5.25,eb154,4.4,0.39,9,0.033,0.2829
5.25,eb154,4.4,0.39,10,0.0274,0.2253
5.25,eb154,4.4,0.39,11,0.0215,0.179
5.25,eb154,4.4,0.39,12,0.0191,0.1395
5.25,eb154,4.4,0.39,13,0.0167,0.1075
5.25,eb154,4.4,0.39,14,0.013,0.0799
5.25,eb154,4.4,0.39,15,0.0116,0.0575
5.25,eb154,4.4,0.39,16,0.0104,0.0358
5.25,eb154,4.4,0.39,17,0.0074,0.0182
5.25,eb154,4.4,0.39,18,0.001,0.0101
5.25,eb154,4.4,0.395,0,0.1806,0.8338
5.25,eb154,4.4,0.395,1,0.182,0.727
5.25,eb154,4.4,0.395,2,0.1226,0.6517
5.25,eb154,4.4,0.395,3,0.0978,0.5912
5.25,eb154,4.4,0.395,4,0.0656,0.54
5.25,eb154,4.4,0.395,5,0.0599,0.4926
5.25,eb154,4.4,0.395,6,0.0538,0.444
5.25,eb154,4.4,0.395,7,0.0445,0.3894
5.25,eb154,4.4,0.395,8,0.0374,0.3335
5.25,eb154,4.4,0.395,9,0.0319,0.2732
5.25,eb154,4.4,0.395,10,0.0266,0.2172
5.25,eb154,4.4,0.395,11,0.0207,0.1729
5.25,eb154,4.4,0.395,12,0.0184,0.1354
5.25,eb154,4.4,0.395,13,0.0162,0.1047
5.25,eb154,4.4,0.395,14,0.0127,0.0779
5.25,eb154,4.4,0.395,15,0.0117,0.0555
5.25,eb154,4.4,0.395,16,0.0097,0.0343
5.25,eb154,4.4,0.395,17,0.0073,0.0177
5.25,eb154,4.4,0.395,18,0.0007,0.0107
5.25,eb154,4.4,0.4,0,0.2023,0.8251
5.25,eb154,4.4,0.4,1,0.1825,0.7134
5.25,eb154,4.4,0.4,2,0.1183,0.6383
5.25,eb154,4.4,0.4,3,0.0949,0.5785
5.25,eb154,4.4,0.4,4,0.0629,0.5275
5.25,eb154,4.4,0.4,5,0.0591,0.4808
5.25,eb154,4.4,0.4,6,0.0506,0.4319
5.25,eb154,4.4,0.4,7,0.0436,0.3779
5.25,eb154,4.4,0.4,8,0.0355,0.3218
5.25,eb154,4.4,0.4,9,0.0302,0.2638
5.25,eb154,4.4,0.4,10,0.026,0.2098
5.25,eb154,4.4,0.4,11,0.02,0.1668
5.25,eb154,4.4,0.4,12,0.0171,0.1318
5.25,eb154,4.4,0.4,13,0.0163,0.1023
5.25,eb154,4.4,0.4,14,0.0121,0.0755
5.25,eb154,4.4,0.4,15,0.0116,0.054
5.25,eb154,4.4,0.4,16,0.0093,0.0333
5.25,eb154,4.4,0.4,17,0.007,0.0169
5.25,eb154,4.4,0.4,18,0.0006,0.0116
5.25,eb154,4.8,0.35,0,0.0708,0.8892
5.25,eb154,4.8,0.35,1,0.1809,0.7989
5.25,eb154,4.8,0.35,2,0.1461,0.7152
5.25,eb154,4.8,0.35,3,0.1187,0.6477
5.25,eb154,4.8,0.35,4,0.0839,0.5888
5.25,eb154,4.8,0.35,5,0.0715,0.5354
5.25,eb154,4.8,0.35,6,0.0662,0.4781
5.25,eb154,4.8,0.35,7,0.0528,0.4176
5.25,eb154,4.8,0.35,8,0.045,0.3537
5.25,eb154,4.8,0.35,9,0.0365,0.2853
5.25,eb154,4.8,0.35,10,0.0292,0.2219
5.25,eb154,4.8,0.35,11,0.0229,0.1723
5.25,eb154,4.8,0.35,12,0.0189,0.1325
5.25,eb154,4.8,0.35,13,0.0171,0.1004
5.25,eb154,4.8,0.35,14,0.0133,0.0716
5.25,eb154,4.8,0.35,15,0.0115,0.0494
5.25,eb154,4.8,0.35,16,0.0093,0.029
5.25,eb154,4.8,0.35,17,0.0052,0.0128
5.25,eb154,4.8,0.355,0,0.0907,0.8769
5.25,eb154,4.8,0.355,1,0.1877,0.7829
5.25,eb154,4.8,0.355,2,0.1446,0.699
5.25,eb154,4.8,0.355,3,0.1157,0.6307
5.25,eb154,4.8,0.355,4,0.0799,0.5724
5.25,eb154,4.8,0.355,5,0.068,0.5191
5.25,eb154,4.8,0.355,6,0.0628,0.464
5.25,eb154,4.8,0.355,7,0.0508,0.4033
5.25,eb154,4.8,0.355,8,0.0425,0.3403
5.25,eb154,4.8,0.355,9,0.0347,0.2733
5.25,eb154,4.8,0.355,10,0.0284,0.2124
5.25,eb154,4.8,0.355,11,0.0217,0.1652
5.25,eb154,4.8,0.355,12,0.0184,0.1271
5.25,eb154,4.8,0.355,13,0.0159,0.0968
5.25,eb154,4.8,0.355,14,0.0131,0.0698
5.25,eb154,4.8,0.355,15,0.0113,0.0474
5.25,eb154,4.8,0.355,16,0.0092,0.0276
5.25,eb154,4.8,0.355,17,0.0047,0.0123
5.25,eb154,4.8,0.36,0,0.112,0.865
5.25,eb154,4.8,0.36,1,0.1933,0.767
5.25,eb154,4.8,0.36,2,0.1418,0.6828
5.25,eb154,4.8,0.36,3,0.1123,0.6144
5.25,eb154,4.8,0.36,4,0.0758,0.5565
5.25,eb154,4.8,0.36,5,0.0667,0.503
5.25,eb154,4.8,0.36,6,0.0595,0.4485
5.25,eb154,4.8,0.36,7,0.0481,0.3882
5.25,eb154,4.8,0.36,8,0.0399,0.3265
5.25,eb154,4.8,0.36,9,0.0327,0.2619
5.25,eb154,4.8,0.36,10,0.0275,0.204
5.25,eb154,4.8,0.36,11,0.0203,0.1586
5.25,eb154,4.8,0.36,12,0.0184,0.1225
5.25,eb154,4.8,0.36,13,0.0151,0.0933
5.25,eb154,4.8,0.36,14,0.0128,0.0676
5.25,eb154,4.8,0.36,15,0.0108,0.0453
5.25,eb154,4.8,0.36,16,0.0089,0.0263
5.25,eb154,4.8,0.36,17,0.0042,0.012
5.25,eb154,4.8,0.365,0,0.1358,0.8533
5.25,eb154,4.8,0.365,1,0.1953,0.751
5.25,eb154,4.8,0.365,2,0.139,0.6669
5.25,eb154,4.8,0.365,3,0.1075,0.5989
5.25,eb154,4.8,0.365,4,0.0722,0.5417
5.25,eb154,4.8,0.365,5,0.0647,0.489
5.25,eb154,4.8,0.365,6,0.0562,0.4351
5.25,eb154,4.8,0.365,7,0.0468,0.3751
5.25,eb154,4.8,0.365,8,0.0379,0.3129
5.25,eb154,4.8,0.365,9,0.031,0.2506
5.25,eb154,4.8,0.365,10,0.0262,0.1962
5.25,eb154,4.8,0.365,11,0.0198,0.1518
5.25,eb154,4.8,0.365,12,0.0173,0.1189
5.25,eb154,4.8,0.365,13,0.015,0.0894
5.25,eb154,4.8,0.365,14,0.0121,0.0654
5.25,eb154,4.8,0.365,15,0.0107,0.0433
5.25,eb154,4.8,0.365,16,0.0086,0.0252
5.25,eb154,4.8,0.365,17,0.0038,0.0118
5.25,eb154,4.8,0.37,0,0.1603,0.8423
5.25,eb154,4.8,0.37,1,0.1971,0.735
5.25,eb154,4.8,0.37,2,0.1341,0.6513
5.25,eb154,4.8,0.37,3,0.1042,0.5839
5.25,eb154,4.8,0.37,4,0.0684,0.5271
5.25,eb154,4.8,0.37,5,0.0635,0.4752
5.25,eb154,4.8,0.37,6,0.0531,0.4207
5.25,eb154,4.8,0.37,7,0.0449,0.3618
5.25,eb154,4.8,0.37,8,0.0358,0.2998
5.25,eb154,4.8,0.37,9,0.0296,0.2401
5.25,eb154,4.8,0.37,10,0.0249,0.1888
5.25,eb154,4.8,0.37,11,0.0193,0.1463
5.25,eb154,4.8,0.37,12,0.0166,0.1151
5.25,eb154,4.8,0.37,13,0.0145,0.0868
5.25,eb154,4.8,0.37,14,0.0121,0.0631
5.25,eb154,4.8,0.37,15,0.01,0.0415
5.25,eb154,4.8,0.37,16,0.0083,0.0246
5.25,eb154,4.8,0.37,17,0.0035,0.0113
5.25,eb154,5.2,0.33,0,0.0467,0.9082
5.25,eb154,5.2,0.33,1,0.1828,0.8158
5.25,eb154,5.2,0.33,2,0.1601,0.725
5.25,eb154,5.2,0.33,3,0.1299,0.6496
5.25,eb154,5.2,0.33,4,0.0889,0.5843
5.25,eb154,5.2,0.33,5,0.0751,0.5258
5.25,eb154,5.2,0.33,6,0.0684,0.4641
5.25,eb154,5.2,0.33,7,0.0545,0.397
5.25,eb154,5.2,0.33,8,0.0435,0.3285
5.25,eb154,5.2,0.33,9,0.0348,0.2585
5.25,eb154,5.2,0.33,10,0.0288,0.1976
5.25,eb154,5.2,0.33,11,0.0211,0.1492
5.25,eb154,5.2,0.33,12,0.018,0.1145
5.25,eb154,5.2,0.33,13,0.0153,0.0842
5.25,eb154,5.2,0.33,14,0.012,0.0598
5.25,eb154,5.2,0.33,15,0.0105,0.0379
5.25,eb154,5.2,0.33,16,0.0078,0.02
5.25,eb154,5.2,0.33,17,0.0018,0.0096
5.25,eb154,5.2,0.335,0,0.0666,0.8922
5.25,eb154,5.2,0.335,1,0.1944,0.7975
5.25,eb154,5.2,0.335,2,0.1582,0.7056
5.25,eb154,5.2,0.335,3,0.1244,0.6303
