ladder,v_c,tau_ps,E0_eV,m,n,weight,mean_KE_eV
rq4graded,7.25,3.8,0.25,6000,15,0.011,0.0534
rq4graded,7.25,3.8,0.25,6000,16,0.007,0.0504
rq4graded,7.25,3.8,0.25,6000,17,0.005,0.0391
rq4graded,7.25,3.8,0.25,6000,18,0.0028,0.0359
floor1,7.25,3.8,0.27,6000,0,0.4093,1.1176
floor1,7.25,3.8,0.27,6000,1,0.1169,0.6718
floor1,7.25,3.8,0.27,6000,2,0.0643,0.5074
floor1,7.25,3.8,0.27,6000,3,0.0557,0.3993
floor1,7.25,3.8,0.27,6000,4,0.0474,0.3092
floor1,7.25,3.8,0.27,6000,5,0.0413,0.2525
floor1,7.25,3.8,0.27,6000,6,0.0418,0.2128
floor1,7.25,3.8,0.27,6000,7,0.0364,0.1835
floor1,7.25,3.8,0.27,6000,8,0.0297,0.1513
floor1,7.25,3.8,0.27,6000,9,0.0303,0.1267
floor1,7.25,3.8,0.27,6000,10,0.0273,0.109
floor1,7.25,3.8,0.27,6000,11,0.0256,0.0874
floor1,7.25,3.8,0.27,6000,12,0.0187,0.075
floor1,7.25,3.8,0.27,6000,13,0.0197,0.0662
floor1,7.25,3.8,0.27,6000,14,0.0119,0.0626
floor1,7.25,3.8,0.27,6000,15,0.0107,0.0517
floor1,7.25,3.8,0.27,6000,16,0.0051,0.0438
floor1,7.25,3.8,0.27,6000,17,0.0046,0.0362
floor1,7.25,3.8,0.27,6000,18,0.0024,0.0301
rq4graded,7.25,3.8,0.27,6000,0,0.2893,1.2227
rq4graded,7.25,3.8,0.27,6000,1,0.1944,0.8206
rq4graded,7.25,3.8,0.27,6000,2,0.1005,0.5573
rq4graded,7.25,3.8,0.27,6000,3,0.0708,0.3989
rq4graded,7.25,3.8,0.27,6000,4,0.0445,0.3028
rq4graded,7.25,3.8,0.27,6000,5,0.0425,0.2438
rq4graded,7.25,3.8,0.27,6000,6,0.0396,0.2099
rq4graded,7.25,3.8,0.27,6000,7,0.0354,0.18
rq4graded,7.25,3.8,0.27,6000,8,0.029,0.1473
rq4graded,7.25,3.8,0.27,6000,9,0.0299,0.1257
rq4graded,7.25,3.8,0.27,6000,10,0.0261,0.1088
rq4graded,7.25,3.8,0.27,6000,11,0.025,0.0874
rq4graded,7.25,3.8,0.27,6000,12,0.0183,0.0754
rq4graded,7.25,3.8,0.27,6000,13,0.0197,0.0658
rq4graded,7.25,3.8,0.27,6000,14,0.0119,0.0627
rq4graded,7.25,3.8,0.27,6000,15,0.0104,0.0519
rq4graded,7.25,3.8,0.27,6000,16,0.0051,0.0442
rq4graded,7.25,3.8,0.27,6000,17,0.0047,0.0359
rq4graded,7.25,3.8,0.27,6000,18,0.0024,0.0305
floor1,7.5,3.2,0.23,6000,0,0.0527,1.4373
floor1,7.5,3.2,0.23,6000,1,0.1599,1.2123
floor1,7.5,3.2,0.23,6000,2,0.1034,0.9876
floor1,7.5,3.2,0.23,6000,3,0.0884,0.817
floor1,7.5,3.2,0.23,6000,4,0.0782,0.6655
floor1,7.5,3.2,0.23,6000,5,0.0686,0.5191
floor1,7.5,3.2,0.23,6000,6,0.0569,0.409
floor1,7.5,3.2,0.23,6000,7,0.0527,0.3259
floor1,7.5,3.2,0.23,6000,8,0.0462,0.2693
floor1,7.5,3.2,0.23,6000,9,0.0466,0.2159
floor1,7.5,3.2,0.23,6000,10,0.0423,0.184
floor1,7.5,3.2,0.23,6000,11,0.041,0.1562
floor1,7.5,3.2,0.23,6000,12,0.0353,0.1228
floor1,7.5,3.2,0.23,6000,13,0.0339,0.1065
floor1,7.5,3.2,0.23,6000,14,0.0265,0.0957
floor1,7.5,3.2,0.23,6000,15,0.0221,0.0822
floor1,7.5,3.2,0.23,6000,16,0.0183,0.0757
floor1,7.5,3.2,0.23,6000,17,0.0127,0.0623
floor1,7.5,3.2,0.23,6000,18,0.0078,0.0529
floor1,7.5,3.2,0.23,6000,19,0.0045,0.0402
floor1,7.5,3.2,0.23,6000,20,0.0018,0.0298
rq4graded,7.5,3.2,0.23,6000,1,0.1575,1.3392
rq4graded,7.5,3.2,0.23,6000,2,0.1533,1.0421
rq4graded,7.5,3.2,0.23,6000,3,0.1125,0.8005
rq4graded,7.5,3.2,0.23,6000,4,0.0711,0.6358
rq4graded,7.5,3.2,0.23,6000,5,0.066,0.4996
rq4graded,7.5,3.2,0.23,6000,6,0.054,0.3974
rq4graded,7.5,3.2,0.23,6000,7,0.0517,0.3216
rq4graded,7.5,3.2,0.23,6000,8,0.046,0.2631
rq4graded,7.5,3.2,0.23,6000,9,0.0448,0.2135
rq4graded,7.5,3.2,0.23,6000,10,0.0421,0.1839
rq4graded,7.5,3.2,0.23,6000,11,0.0406,0.1526
rq4graded,7.5,3.2,0.23,6000,12,0.0345,0.1229
rq4graded,7.5,3.2,0.23,6000,13,0.0328,0.107
rq4graded,7.5,3.2,0.23,6000,14,0.0268,0.0954
rq4graded,7.5,3.2,0.23,6000,15,0.0214,0.0816
rq4graded,7.5,3.2,0.23,6000,16,0.018,0.0761
rq4graded,7.5,3.2,0.23,6000,17,0.0127,0.0623
rq4graded,7.5,3.2,0.23,6000,18,0.0078,0.0529
rq4graded,7.5,3.2,0.23,6000,19,0.0045,0.0402
rq4graded,7.5,3.2,0.23,6000,20,0.0018,0.0298
floor1,7.5,3.2,0.25,6000,0,0.1901,1.265
floor1,7.5,3.2,0.25,6000,1,0.1439,0.9651
floor1,7.5,3.2,0.25,6000,2,0.0842,0.7654
floor1,7.5,3.2,0.25,6000,3,0.0716,0.6252
floor1,7.5,3.2,0.25,6000,4,0.0634,0.4937
floor1,7.5,3.2,0.25,6000,5,0.0532,0.3914
floor1,7.5,3.2,0.25,6000,6,0.0488,0.3225
floor1,7.5,3.2,0.25,6000,7,0.0429,0.2688
floor1,7.5,3.2,0.25,6000,8,0.0435,0.2181
floor1,7.5,3.2,0.25,6000,9,0.0409,0.1891
floor1,7.5,3.2,0.25,6000,10,0.0368,0.1649
floor1,7.5,3.2,0.25,6000,11,0.0362,0.1319
floor1,7.5,3.2,0.25,6000,12,0.0312,0.1096
floor1,7.5,3.2,0.25,6000,13,0.0299,0.0985
floor1,7.5,3.2,0.25,6000,14,0.0253,0.0854
floor1,7.5,3.2,0.25,6000,15,0.0187,0.0742
floor1,7.5,3.2,0.25,6000,16,0.0159,0.0714
floor1,7.5,3.2,0.25,6000,17,0.0116,0.0556
floor1,7.5,3.2,0.25,6000,18,0.0061,0.0493
floor1,7.5,3.2,0.25,6000,19,0.0043,0.0385
rq4graded,7.5,3.2,0.25,6000,0,0.0701,1.4124
rq4graded,7.5,3.2,0.25,6000,1,0.2181,1.121
rq4graded,7.5,3.2,0.25,6000,2,0.1239,0.816
rq4graded,7.5,3.2,0.25,6000,3,0.0896,0.6199
rq4graded,7.5,3.2,0.25,6000,4,0.0615,0.472
rq4graded,7.5,3.2,0.25,6000,5,0.0507,0.3823
rq4graded,7.5,3.2,0.25,6000,6,0.0477,0.3125
rq4graded,7.5,3.2,0.25,6000,7,0.042,0.2633
rq4graded,7.5,3.2,0.25,6000,8,0.0431,0.2138
rq4graded,7.5,3.2,0.25,6000,9,0.0388,0.189
rq4graded,7.5,3.2,0.25,6000,10,0.0368,0.1622
rq4graded,7.5,3.2,0.25,6000,11,0.0352,0.1307
rq4graded,7.5,3.2,0.25,6000,12,0.0308,0.1097
rq4graded,7.5,3.2,0.25,6000,13,0.0289,0.0987
rq4graded,7.5,3.2,0.25,6000,14,0.0256,0.0852
rq4graded,7.5,3.2,0.25,6000,15,0.0182,0.0741
rq4graded,7.5,3.2,0.25,6000,16,0.0157,0.0724
rq4graded,7.5,3.2,0.25,6000,17,0.0116,0.0552
rq4graded,7.5,3.2,0.25,6000,18,0.006,0.0494
rq4graded,7.5,3.2,0.25,6000,19,0.0043,0.0385
floor1,7.5,3.2,0.27,6000,0,0.3128,1.1444
floor1,7.5,3.2,0.27,6000,1,0.1174,0.7556
floor1,7.5,3.2,0.27,6000,2,0.0653,0.5892
floor1,7.5,3.2,0.27,6000,3,0.0592,0.471
floor1,7.5,3.2,0.27,6000,4,0.0498,0.3792
floor1,7.5,3.2,0.27,6000,5,0.0459,0.317
floor1,7.5,3.2,0.27,6000,6,0.0417,0.2625
floor1,7.5,3.2,0.27,6000,7,0.0388,0.2252
floor1,7.5,3.2,0.27,6000,8,0.04,0.1902
floor1,7.5,3.2,0.27,6000,9,0.0361,0.1658
floor1,7.5,3.2,0.27,6000,10,0.0334,0.146
floor1,7.5,3.2,0.27,6000,11,0.03,0.113
floor1,7.5,3.2,0.27,6000,12,0.0299,0.1032
floor1,7.5,3.2,0.27,6000,13,0.0264,0.0853
floor1,7.5,3.2,0.27,6000,14,0.0207,0.0783
floor1,7.5,3.2,0.27,6000,15,0.019,0.071
floor1,7.5,3.2,0.27,6000,16,0.0135,0.0656
floor1,7.5,3.2,0.27,6000,17,0.0103,0.0512
floor1,7.5,3.2,0.27,6000,18,0.0053,0.0446
floor1,7.5,3.2,0.27,6000,19,0.0034,0.0368
rq4graded,7.5,3.2,0.27,6000,0,0.1976,1.2573
rq4graded,7.5,3.2,0.27,6000,1,0.1907,0.9059
rq4graded,7.5,3.2,0.27,6000,2,0.1021,0.6373
rq4graded,7.5,3.2,0.27,6000,3,0.0743,0.4686
rq4graded,7.5,3.2,0.27,6000,4,0.0484,0.3659
rq4graded,7.5,3.2,0.27,6000,5,0.0438,0.3075
rq4graded,7.5,3.2,0.27,6000,6,0.0392,0.2607
rq4graded,7.5,3.2,0.27,6000,7,0.0391,0.219
rq4graded,7.5,3.2,0.27,6000,8,0.0393,0.1891
rq4graded,7.5,3.2,0.27,6000,9,0.0345,0.1646
rq4graded,7.5,3.2,0.27,6000,10,0.0333,0.1454
rq4graded,7.5,3.2,0.27,6000,11,0.03,0.1111
rq4graded,7.5,3.2,0.27,6000,12,0.0292,0.1029
rq4graded,7.5,3.2,0.27,6000,13,0.0261,0.0862
rq4graded,7.5,3.2,0.27,6000,14,0.0202,0.078
rq4graded,7.5,3.2,0.27,6000,15,0.0189,0.0712
rq4graded,7.5,3.2,0.27,6000,16,0.0137,0.0643
rq4graded,7.5,3.2,0.27,6000,17,0.0098,0.0527
rq4graded,7.5,3.2,0.27,6000,18,0.0053,0.0446
rq4graded,7.5,3.2,0.27,6000,19,0.0034,0.0368
floor1,7.5,3.8,0.23,6000,0,0.1027,1.3666
floor1,7.5,3.8,0.23,6000,1,0.1869,1.087
floor1,7.5,3.8,0.23,6000,2,0.1051,0.8327
floor1,7.5,3.8,0.23,6000,3,0.0883,0.6583
floor1,7.5,3.8,0.23,6000,4,0.0746,0.4975
floor1,7.5,3.8,0.23,6000,5,0.0604,0.3824
floor1,7.5,3.8,0.23,6000,6,0.0557,0.302
floor1,7.5,3.8,0.23,6000,7,0.0482,0.2438
floor1,7.5,3.8,0.23,6000,8,0.0466,0.198
floor1,7.5,3.8,0.23,6000,9,0.0408,0.1688
floor1,7.5,3.8,0.23,6000,10,0.0397,0.141
floor1,7.5,3.8,0.23,6000,11,0.0327,0.1123
floor1,7.5,3.8,0.23,6000,12,0.0315,0.0969
floor1,7.5,3.8,0.23,6000,13,0.027,0.0835
floor1,7.5,3.8,0.23,6000,14,0.0184,0.0726
floor1,7.5,3.8,0.23,6000,15,0.0167,0.0687
floor1,7.5,3.8,0.23,6000,16,0.0114,0.0526
floor1,7.5,3.8,0.23,6000,17,0.0065,0.0491
floor1,7.5,3.8,0.23,6000,18,0.0045,0.0382
rq4graded,7.5,3.8,0.23,6000,1,0.2296,1.259
rq4graded,7.5,3.8,0.23,6000,2,0.1583,0.8957
rq4graded,7.5,3.8,0.23,6000,3,0.1094,0.6496
rq4graded,7.5,3.8,0.23,6000,4,0.0704,0.4728
rq4graded,7.5,3.8,0.23,6000,5,0.0569,0.3722
rq4graded,7.5,3.8,0.23,6000,6,0.0534,0.2973
rq4graded,7.5,3.8,0.23,6000,7,0.0494,0.2371
rq4graded,7.5,3.8,0.23,6000,8,0.0445,0.1953
rq4graded,7.5,3.8,0.23,6000,9,0.0393,0.1683
rq4graded,7.5,3.8,0.23,6000,10,0.0399,0.1383
rq4graded,7.5,3.8,0.23,6000,11,0.0311,0.113
rq4graded,7.5,3.8,0.23,6000,12,0.0312,0.0971
rq4graded,7.5,3.8,0.23,6000,13,0.0267,0.0839
rq4graded,7.5,3.8,0.23,6000,14,0.0186,0.0729
rq4graded,7.5,3.8,0.23,6000,15,0.0165,0.0687
rq4graded,7.5,3.8,0.23,6000,16,0.0112,0.0526
rq4graded,7.5,3.8,0.23,6000,17,0.0064,0.0497
rq4graded,7.5,3.8,0.23,6000,18,0.0045,0.0382
floor1,7.5,3.8,0.25,6000,0,0.2713,1.1838
floor1,7.5,3.8,0.25,6000,1,0.1469,0.8076
floor1,7.5,3.8,0.25,6000,2,0.0787,0.5999
floor1,7.5,3.8,0.25,6000,3,0.0689,0.4598
floor1,7.5,3.8,0.25,6000,4,0.0562,0.3578
floor1,7.5,3.8,0.25,6000,5,0.0503,0.29
floor1,7.5,3.8,0.25,6000,6,0.0447,0.2374
floor1,7.5,3.8,0.25,6000,7,0.0447,0.1958
floor1,7.5,3.8,0.25,6000,8,0.038,0.1684
floor1,7.5,3.8,0.25,6000,9,0.037,0.147
floor1,7.5,3.8,0.25,6000,10,0.0313,0.1159
floor1,7.5,3.8,0.25,6000,11,0.0307,0.1023
floor1,7.5,3.8,0.25,6000,12,0.0275,0.0848
floor1,7.5,3.8,0.25,6000,13,0.0211,0.0736
floor1,7.5,3.8,0.25,6000,14,0.0186,0.0666
floor1,7.5,3.8,0.25,6000,15,0.0131,0.0614
floor1,7.5,3.8,0.25,6000,16,0.0103,0.0502
floor1,7.5,3.8,0.25,6000,17,0.0051,0.0414
floor1,7.5,3.8,0.25,6000,18,0.0039,0.0371
rq4graded,7.5,3.8,0.25,6000,0,0.126,1.3367
rq4graded,7.5,3.8,0.25,6000,1,0.2404,0.9927
rq4graded,7.5,3.8,0.25,6000,2,0.1244,0.6604
rq4graded,7.5,3.8,0.25,6000,3,0.0848,0.4578
rq4graded,7.5,3.8,0.25,6000,4,0.0541,0.3476
rq4graded,7.5,3.8,0.25,6000,5,0.0488,0.2807
rq4graded,7.5,3.8,0.25,6000,6,0.0444,0.2344
rq4graded,7.5,3.8,0.25,6000,7,0.0425,0.1928
rq4graded,7.5,3.8,0.25,6000,8,0.0383,0.1649
rq4graded,7.5,3.8,0.25,6000,9,0.0352,0.1472
rq4graded,7.5,3.8,0.25,6000,10,0.0313,0.1143
rq4graded,7.5,3.8,0.25,6000,11,0.0304,0.1021
rq4graded,7.5,3.8,0.25,6000,12,0.0271,0.0847
rq4graded,7.5,3.8,0.25,6000,13,0.0201,0.0747
rq4graded,7.5,3.8,0.25,6000,14,0.0187,0.0657
rq4graded,7.5,3.8,0.25,6000,15,0.0127,0.0621
rq4graded,7.5,3.8,0.25,6000,16,0.0105,0.0498
rq4graded,7.5,3.8,0.25,6000,17,0.0049,0.0421
rq4graded,7.5,3.8,0.25,6000,18,0.0039,0.0371
floor1,7.5,3.8,0.27,6000,0,0.398,1.0636
floor1,7.5,3.8,0.27,6000,1,0.1113,0.5917
floor1,7.5,3.8,0.27,6000,2,0.063,0.4267
floor1,7.5,3.8,0.27,6000,3,0.0524,0.3384
floor1,7.5,3.8,0.27,6000,4,0.0473,0.2777
floor1,7.5,3.8,0.27,6000,5,0.0412,0.2342
floor1,7.5,3.8,0.27,6000,6,0.0407,0.1937
floor1,7.5,3.8,0.27,6000,7,0.0371,0.1691
floor1,7.5,3.8,0.27,6000,8,0.0349,0.1485
floor1,7.5,3.8,0.27,6000,9,0.0298,0.1236
floor1,7.5,3.8,0.27,6000,10,0.0306,0.1046
floor1,7.5,3.8,0.27,6000,11,0.0267,0.0881
floor1,7.5,3.8,0.27,6000,12,0.0246,0.0745
floor1,7.5,3.8,0.27,6000,13,0.0164,0.0677
floor1,7.5,3.8,0.27,6000,14,0.0184,0.0626
floor1,7.5,3.8,0.27,6000,15,0.0097,0.0555
floor1,7.5,3.8,0.27,6000,16,0.0094,0.045
floor1,7.5,3.8,0.27,6000,17,0.0042,0.0376
floor1,7.5,3.8,0.27,6000,18,0.0031,0.0373
rq4graded,7.5,3.8,0.27,6000,0,0.2812,1.1743
rq4graded,7.5,3.8,0.27,6000,1,0.1895,0.747
rq4graded,7.5,3.8,0.27,6000,2,0.0962,0.4721
rq4graded,7.5,3.8,0.27,6000,3,0.0657,0.3397
rq4graded,7.5,3.8,0.27,6000,4,0.0444,0.2699
rq4graded,7.5,3.8,0.27,6000,5,0.0419,0.2298
rq4graded,7.5,3.8,0.27,6000,6,0.0406,0.1891
rq4graded,7.5,3.8,0.27,6000,7,0.0356,0.1673
rq4graded,7.5,3.8,0.27,6000,8,0.0331,0.1479
rq4graded,7.5,3.8,0.27,6000,9,0.0297,0.1199
rq4graded,7.5,3.8,0.27,6000,10,0.0303,0.1048
rq4graded,7.5,3.8,0.27,6000,11,0.0263,0.0875
rq4graded,7.5,3.8,0.27,6000,12,0.024,0.075
rq4graded,7.5,3.8,0.27,6000,13,0.0161,0.068
rq4graded,7.5,3.8,0.27,6000,14,0.0179,0.0628
rq4graded,7.5,3.8,0.27,6000,15,0.0098,0.0548
rq4graded,7.5,3.8,0.27,6000,16,0.0091,0.046
rq4graded,7.5,3.8,0.27,6000,17,0.0042,0.0376
rq4graded,7.5,3.8,0.27,6000,18,0.0031,0.0373
floor1,7.75,3.2,0.23,6000,0,0.0507,1.3999
floor1,7.75,3.2,0.23,6000,1,0.1556,1.1596
floor1,7.75,3.2,0.23,6000,2,0.101,0.9186
floor1,7.75,3.2,0.23,6000,3,0.0842,0.7354
floor1,7.75,3.2,0.23,6000,4,0.0766,0.583
floor1,7.75,3.2,0.23,6000,5,0.0624,0.4436
floor1,7.75,3.2,0.23,6000,6,0.0567,0.3601
floor1,7.75,3.2,0.23,6000,7,0.0505,0.2989
floor1,7.75,3.2,0.23,6000,8,0.0474,0.2549
floor1,7.75,3.2,0.23,6000,9,0.0474,0.2055
floor1,7.75,3.2,0.23,6000,10,0.044,0.175
floor1,7.75,3.2,0.23,6000,11,0.0404,0.1499
floor1,7.75,3.2,0.23,6000,12,0.0415,0.125
floor1,7.75,3.2,0.23,6000,13,0.0331,0.1044
floor1,7.75,3.2,0.23,6000,14,0.0305,0.0971
floor1,7.75,3.2,0.23,6000,15,0.0253,0.0869
floor1,7.75,3.2,0.23,6000,16,0.0193,0.0693
floor1,7.75,3.2,0.23,6000,17,0.016,0.0673
floor1,7.75,3.2,0.23,6000,18,0.0098,0.0569
floor1,7.75,3.2,0.23,6000,19,0.0052,0.04
floor1,7.75,3.2,0.23,6000,20,0.0021,0.0336
rq4graded,7.75,3.2,0.23,6000,1,0.1548,1.29
rq4graded,7.75,3.2,0.23,6000,2,0.1499,0.9706
rq4graded,7.75,3.2,0.23,6000,3,0.1044,0.7208
rq4graded,7.75,3.2,0.23,6000,4,0.0698,0.5541
rq4graded,7.75,3.2,0.23,6000,5,0.0616,0.4279
rq4graded,7.75,3.2,0.23,6000,6,0.0529,0.3498
rq4graded,7.75,3.2,0.23,6000,7,0.051,0.2936
rq4graded,7.75,3.2,0.23,6000,8,0.046,0.2507
rq4graded,7.75,3.2,0.23,6000,9,0.0458,0.2029
rq4graded,7.75,3.2,0.23,6000,10,0.0439,0.173
rq4graded,7.75,3.2,0.23,6000,11,0.0387,0.1494
rq4graded,7.75,3.2,0.23,6000,12,0.0411,0.1249
rq4graded,7.75,3.2,0.23,6000,13,0.0328,0.1044
rq4graded,7.75,3.2,0.23,6000,14,0.0301,0.0983
rq4graded,7.75,3.2,0.23,6000,15,0.0248,0.086
rq4graded,7.75,3.2,0.23,6000,16,0.0192,0.0692
rq4graded,7.75,3.2,0.23,6000,17,0.0159,0.0674
rq4graded,7.75,3.2,0.23,6000,18,0.0097,0.0572
rq4graded,7.75,3.2,0.23,6000,19,0.0052,0.04
rq4graded,7.75,3.2,0.23,6000,20,0.0021,0.0336
floor1,7.75,3.2,0.25,6000,0,0.1836,1.2193
floor1,7.75,3.2,0.25,6000,1,0.1419,0.899
floor1,7.75,3.2,0.25,6000,2,0.0784,0.6834
floor1,7.75,3.2,0.25,6000,3,0.0694,0.5469
floor1,7.75,3.2,0.25,6000,4,0.0594,0.4241
floor1,7.75,3.2,0.25,6000,5,0.0525,0.3468
floor1,7.75,3.2,0.25,6000,6,0.0474,0.296
floor1,7.75,3.2,0.25,6000,7,0.0465,0.2476
floor1,7.75,3.2,0.25,6000,8,0.0405,0.2124
floor1,7.75,3.2,0.25,6000,9,0.0411,0.1743
floor1,7.75,3.2,0.25,6000,10,0.0411,0.1584
floor1,7.75,3.2,0.25,6000,11,0.0379,0.1363
floor1,7.75,3.2,0.25,6000,12,0.0341,0.1063
floor1,7.75,3.2,0.25,6000,13,0.0313,0.0972
floor1,7.75,3.2,0.25,6000,14,0.0269,0.0864
floor1,7.75,3.2,0.25,6000,15,0.0208,0.0789
floor1,7.75,3.2,0.25,6000,16,0.0193,0.0694
floor1,7.75,3.2,0.25,6000,17,0.0125,0.0588
floor1,7.75,3.2,0.25,6000,18,0.0086,0.0539
floor1,7.75,3.2,0.25,6000,19,0.0049,0.0391
floor1,7.75,3.2,0.25,6000,20,0.0019,0.0307
rq4graded,7.75,3.2,0.25,6000,0,0.0678,1.3732
rq4graded,7.75,3.2,0.25,6000,1,0.2135,1.0613
rq4graded,7.75,3.2,0.25,6000,2,0.118,0.7386
rq4graded,7.75,3.2,0.25,6000,3,0.0856,0.5394
rq4graded,7.75,3.2,0.25,6000,4,0.0568,0.4069
rq4graded,7.75,3.2,0.25,6000,5,0.0501,0.3377
rq4graded,7.75,3.2,0.25,6000,6,0.0471,0.2909
rq4graded,7.75,3.2,0.25,6000,7,0.0442,0.2437
rq4graded,7.75,3.2,0.25,6000,8,0.0404,0.2099
rq4graded,7.75,3.2,0.25,6000,9,0.0407,0.1722
rq4graded,7.75,3.2,0.25,6000,10,0.0397,0.1577
rq4graded,7.75,3.2,0.25,6000,11,0.0379,0.1347
rq4graded,7.75,3.2,0.25,6000,12,0.0333,0.106
rq4graded,7.75,3.2,0.25,6000,13,0.031,0.0973
rq4graded,7.75,3.2,0.25,6000,14,0.0265,0.0868
rq4graded,7.75,3.2,0.25,6000,15,0.0204,0.0787
rq4graded,7.75,3.2,0.25,6000,16,0.0193,0.0696
rq4graded,7.75,3.2,0.25,6000,17,0.0123,0.0588
rq4graded,7.75,3.2,0.25,6000,18,0.0085,0.0541
rq4graded,7.75,3.2,0.25,6000,19,0.0049,0.0391
rq4graded,7.75,3.2,0.25,6000,20,0.0019,0.0307
floor1,7.75,3.2,0.27,6000,0,0.306,1.0889
floor1,7.75,3.2,0.27,6000,1,0.1095,0.679
floor1,7.75,3.2,0.27,6000,2,0.063,0.51
floor1,7.75,3.2,0.27,6000,3,0.0557,0.4034
floor1,7.75,3.2,0.27,6000,4,0.0486,0.3361
floor1,7.75,3.2,0.27,6000,5,0.0461,0.288
floor1,7.75,3.2,0.27,6000,6,0.0431,0.2466
floor1,7.75,3.2,0.27,6000,7,0.0368,0.2146
floor1,7.75,3.2,0.27,6000,8,0.038,0.1802
floor1,7.75,3.2,0.27,6000,9,0.0388,0.1614
floor1,7.75,3.2,0.27,6000,10,0.0366,0.1432
floor1,7.75,3.2,0.27,6000,11,0.034,0.1156
floor1,7.75,3.2,0.27,6000,12,0.0302,0.0975
floor1,7.75,3.2,0.27,6000,13,0.0298,0.0889
floor1,7.75,3.2,0.27,6000,14,0.0242,0.0811
floor1,7.75,3.2,0.27,6000,15,0.0182,0.0705
floor1,7.75,3.2,0.27,6000,16,0.017,0.0655
floor1,7.75,3.2,0.27,6000,17,0.0114,0.0562
floor1,7.75,3.2,0.27,6000,18,0.0069,0.0493
floor1,7.75,3.2,0.27,6000,19,0.0043,0.0371
rq4graded,7.75,3.2,0.27,6000,0,0.1921,1.2097
rq4graded,7.75,3.2,0.27,6000,1,0.1826,0.8385
rq4graded,7.75,3.2,0.27,6000,2,0.0991,0.5603
rq4graded,7.75,3.2,0.27,6000,3,0.0699,0.4025
rq4graded,7.75,3.2,0.27,6000,4,0.0466,0.3256
rq4graded,7.75,3.2,0.27,6000,5,0.0448,0.2836
rq4graded,7.75,3.2,0.27,6000,6,0.0414,0.2412
rq4graded,7.75,3.2,0.27,6000,7,0.0372,0.2101
rq4graded,7.75,3.2,0.27,6000,8,0.0377,0.1773
rq4graded,7.75,3.2,0.27,6000,9,0.0379,0.1604
rq4graded,7.75,3.2,0.27,6000,10,0.0349,0.1432
rq4graded,7.75,3.2,0.27,6000,11,0.0343,0.1135
rq4graded,7.75,3.2,0.27,6000,12,0.0296,0.0984
rq4graded,7.75,3.2,0.27,6000,13,0.0288,0.0897
rq4graded,7.75,3.2,0.27,6000,14,0.024,0.0809
rq4graded,7.75,3.2,0.27,6000,15,0.0179,0.0705
rq4graded,7.75,3.2,0.27,6000,16,0.0168,0.0654
rq4graded,7.75,3.2,0.27,6000,17,0.0113,0.0568
rq4graded,7.75,3.2,0.27,6000,18,0.0069,0.0493
rq4graded,7.75,3.2,0.27,6000,19,0.0043,0.0371
floor1,7.75,3.8,0.23,6000,0,0.0992,1.3258
floor1,7.75,3.8,0.23,6000,1,0.1837,1.0257
floor1,7.75,3.8,0.23,6000,2,0.098,0.757
floor1,7.75,3.8,0.23,6000,3,0.0867,0.5776
floor1,7.75,3.8,0.23,6000,4,0.0694,0.4265
floor1,7.75,3.8,0.23,6000,5,0.0589,0.3396
floor1,7.75,3.8,0.23,6000,6,0.0552,0.2794
floor1,7.75,3.8,0.23,6000,7,0.0472,0.2321
floor1,7.75,3.8,0.23,6000,8,0.0474,0.1897
floor1,7.75,3.8,0.23,6000,9,0.0447,0.1616
floor1,7.75,3.8,0.23,6000,10,0.0406,0.1426
floor1,7.75,3.8,0.23,6000,11,0.037,0.109
floor1,7.75,3.8,0.23,6000,12,0.0325,0.0973
floor1,7.75,3.8,0.23,6000,13,0.0286,0.0842
floor1,7.75,3.8,0.23,6000,14,0.0213,0.0775
floor1,7.75,3.8,0.23,6000,15,0.0198,0.0653
floor1,7.75,3.8,0.23,6000,16,0.0127,0.0604
floor1,7.75,3.8,0.23,6000,17,0.0095,0.0508
floor1,7.75,3.8,0.23,6000,18,0.0047,0.0389
floor1,7.75,3.8,0.23,6000,19,0.0026,0.0325
rq4graded,7.75,3.8,0.23,6000,1,0.2243,1.2068
rq4graded,7.75,3.8,0.23,6000,2,0.1512,0.8223
rq4graded,7.75,3.8,0.23,6000,3,0.1044,0.5709
rq4graded,7.75,3.8,0.23,6000,4,0.0674,0.4096
rq4graded,7.75,3.8,0.23,6000,5,0.0577,0.3277
rq4graded,7.75,3.8,0.23,6000,6,0.0529,0.2716
rq4graded,7.75,3.8,0.23,6000,7,0.0452,0.2287
rq4graded,7.75,3.8,0.23,6000,8,0.0474,0.1862
rq4graded,7.75,3.8,0.23,6000,9,0.0429,0.1614
rq4graded,7.75,3.8,0.23,6000,10,0.0396,0.1411
rq4graded,7.75,3.8,0.23,6000,11,0.0359,0.1095
rq4graded,7.75,3.8,0.23,6000,12,0.0325,0.0962
rq4graded,7.75,3.8,0.23,6000,13,0.0279,0.0851
rq4graded,7.75,3.8,0.23,6000,14,0.0208,0.0777
rq4graded,7.75,3.8,0.23,6000,15,0.0198,0.0652
rq4graded,7.75,3.8,0.23,6000,16,0.0124,0.0606
rq4graded,7.75,3.8,0.23,6000,17,0.0094,0.0512
rq4graded,7.75,3.8,0.23,6000,18,0.0047,0.0389
rq4graded,7.75,3.8,0.23,6000,19,0.0026,0.0325
floor1,7.75,3.8,0.25,6000,0,0.2639,1.1322
