a,j0,w_j,P0_twin,P_strip0,P_surv1,P_surv2,twin_ratio,nbar_det,nbar_det_repsd,n1_solv,n1_solv_repsd,bin0,bin0_repsd,w1_solv,w1_solv_repsd,midHot,midHot_repsd,deepKE,deepKE_repsd,KE1_mean,KE1_mean_repsd,KE1_sd,KE1_sd_repsd,KE2_mean,KE2_mean_repsd,KE1_conv,KE1_conv_repsd,conv_n0_frac,conv_n0_frac_repsd
1.5,2.0,1.5,1.0,0.06794305553752494,0.2719678337639972,0.36931876200191394,0.24982018864952688,4.172496805403432,0.01448073306356009,0.2299905330064823,0.006651808360321096,0.02710843373493976,0.003982913365944524,0.8177383454920871,0.014582363168566367,1.0049356449572935,0.006063896796510607,0.5279300166140944,0.014496829770154663,0.6594078045646993,0.0027121911743811355,0.08104903583698443,0.003232003537725451,0.6332343503455545,0.005552043966367645,0.7734400258300415,0.005298026453603315,0.07085828343313373,0.013351589813287554
1.5,2.0,2.0,1.0,0.050473714022616384,0.21148990759096084,0.3345569179966632,0.23865779032934642,4.256263691128148,0.01513316760584885,0.216175372863605,0.004614147892274889,0.019555494706097114,0.0031509641663565713,0.8358673912523512,0.009823314299695319,1.0396280357148397,0.007273552084025016,0.5266336314244467,0.018039246011828318,0.6556076450138177,0.0031354679723118537,0.07672971286149378,0.0033891529271349334,0.6277622148610282,0.0047452461680308556,0.774850457577844,0.007478563213209302,0.047280439121756494,0.01128666784884748
1.5,2.5,0.5,1.0,0.008813526714800441,0.20473186059477844,0.5669020699600608,0.04304912136877842,4.215931909456006,0.010830429864259306,0.21620252197659587,0.004182748724740276,0.003308689302665206,0.0014465453153163946,0.8602540331364157,0.01108514307545642,0.9899644076790738,0.004709934282159368,0.5231806689931738,0.014231462703864998,0.6558087106845958,0.002575876595948343,0.07281184732386282,0.002884440571103975,0.6588164202261125,0.0035045667785171004,0.77330765918048,0.006772735018521618,0.008046407185628742,0.004750287771262717
1.5,2.5,1.0,1.0,0.030896141928610715,0.2190514128328321,0.41768180887718426,0.14104516163147934,4.227386820007301,0.01370485123962441,0.2194116958879917,0.0039056380441684817,0.01207101131799927,0.0023749581394366813,0.8506890254536495,0.011053310144242304,1.0104167238322106,0.005708293224126234,0.5330781373624799,0.01628781317508465,0.6564581287720884,0.002692833212700435,0.07585325358454119,0.0034552721291999937,0.6408096590272454,0.006115045878195838,0.7743675108223359,0.006481436278720302,0.03274700598802396,0.008655601508041087
1.5,2.5,1.5,1.0,0.033150164121768015,0.18519232249435014,0.350971324373573,0.17900398718083663,4.27463262139467,0.011948734534855504,0.2128489828557234,0.00545337960185355,0.012504563709382986,0.0025670266487750957,0.8550572922406369,0.01148324621397841,1.0350677694834096,0.006712139569917612,0.5242056266729875,0.015304658544104875,0.6537931002042067,0.0026909362777661214,0.07281569626902692,0.003651880822139975,0.6318001937947768,0.005000133713834272,0.7733062244187404,0.007836144712593172,0.03280938123752495,0.007932438835379819
1.5,2.5,2.0,1.0,0.027400893042691322,0.14742214389149,0.2994447549147087,0.18586687399458615,4.338786966046002,0.01708794142626447,0.20256944262750762,0.004420479422822477,0.010804581964220518,0.0028774016906096536,0.8676267042630849,0.011925046699047355,1.0699376363997197,0.009648851190595222,0.5265155172501991,0.014770804790956214,0.6510673951007303,0.002654912106103817,0.06819635543289788,0.00386258138366544,0.6224265902720334,0.004747560056966592,0.773653657022369,0.008232602996854169,0.027257984031936133,0.007048409065880099
1.5,3.0,0.5,1.0,0.0009245839968362689,0.05838167650285265,0.43943399723804466,0.015836886712067816,4.334999087258123,0.00912334936044797,0.1827218223763233,0.0030583360486613293,0.00038791529755385174,0.0003739706757104484,0.9282751499014007,0.00982440910211495,1.022865344900527,0.004717717203922569,0.5276709656455009,0.01421692817797044,0.6436444536394831,0.002264492092172302,0.053167464631973825,0.0036168905117802087,0.6445605329235781,0.004180346758213609,0.7757587872820655,0.014178686636876003,0.0006237524950099802,0.0012287846679223282
1.5,3.0,1.0,1.0,0.009553029235101141,0.1116683643546988,0.3510564027056637,0.08554821493361621,4.341650693683826,0.013829087303791343,0.19465831002705905,0.003987552882102489,0.0036053304125593286,0.001257141251229584,0.8953513785052204,0.01153691868953327,1.0457232164641035,0.007437204685380057,0.5288437928561952,0.015166458523109506,0.64759369427236,0.0028077182098054623,0.061603006026410966,0.0039036702111478385,0.6327186387399393,0.0042313074097466265,0.7713589794668089,0.010883561790706679,0.009792914171656687,0.004733528898168402
1.5,3.0,1.5,1.0,0.014173545468643774,0.11050466794115937,0.2922766409433752,0.1282619615326186,4.37733890105878,0.012733386056386931,0.1944463321835556,0.0030893438262489708,0.005453632712668857,0.001969574092265863,0.894019976598671,0.010783366396726033,1.0729729567622954,0.008604266919459022,0.5246834562537462,0.01408892481441347,0.6480052377042235,0.00223192279591088,0.06198015121139797,0.003023650896973662,0.6212923915300683,0.004637898274178514,0.7714072792042318,0.009829787397662987,0.014096806387225548,0.006266865210864753
1.5,3.0,2.0,1.0,0.013575488465163333,0.09378364126212566,0.2445990122547958,0.1447532670140178,4.428657813070465,0.015675959049336795,0.19055270251395384,0.0033664354941476625,0.005898594377510041,0.001725307157953699,0.9102470399342163,0.01423703168439655,1.1101329460801537,0.012260155645007351,0.5303921269926202,0.011226238397236138,0.6459185535499444,0.002889015599031984,0.06045137778792887,0.0044971601736655134,0.6121005400328974,0.0056946951994365875,0.7746601017917437,0.012387411834559325,0.01528193612774451,0.006630105540602072
