leg,ladder,v_c,p_tail,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,trapped_frac,suppressed_frac,nbar_det,pred_md_nbar,n1_solv,w1_solv,midhot_geo,deepke,n1_ke_eV,S_measured,S_provisional,gate_n1,gate_nbar,gate,pareto
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,6.0,0,0.375,20000,0.9818,0.0182,0.3463,3.886,3.542,0.2438,1.0564,0.4957,0.6531,0.3911,34.1194,9.9204,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.37,20000,0.9889,0.0111,0.0977,4.462,3.98,0.2019,0.6292,2.0529,2.0539,0.9076,34.1824,11.3979,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.0,0,0.33,20000,0.8139,0.1861,0.0859,4.566,4.059,0.2064,0.8085,0.4897,0.4989,0.4286,34.2534,11.4997,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.4,0,0.385,20000,0.9979,0.0021,0.1658,4.092,3.698,0.2269,0.4642,2.0715,2.294,0.908,34.3126,11.9645,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.0,0,0.405,20000,0.9889,0.0111,0.1446,4.459,3.978,0.2006,0.5997,2.0635,2.3682,0.8837,34.3681,12.4017,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.8,0,0.355,20000,0.9979,0.0021,0.1125,4.148,3.741,0.227,0.5697,2.0689,2.0486,0.9348,34.4377,11.3309,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,4.8,0,0.4,20000,0.8139,0.1861,0.1915,4.662,4.132,0.1908,1.1549,0.494,0.5752,0.3533,34.4437,11.0249,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.38,20000,0.8706,0.1294,0.1831,4.94,4.344,0.1918,1.2731,0.495,0.5638,0.3663,34.5525,11.3607,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.4,0,0.315,20000,0.8139,0.1861,0.0597,4.53,4.032,0.2051,0.7994,0.4856,0.5113,0.4513,34.6208,11.3689,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.6,0,0.35,20000,0.8139,0.1861,0.1235,4.545,4.043,0.207,0.8442,0.4855,0.4997,0.3985,34.7117,11.6135,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb0482,0.0482,1,5.6,0,0.4,20000,0.9818,0.0182,0.3829,3.901,3.553,0.2281,1.4328,0.4955,0.6939,0.3667,34.788,10.1481,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.2,0,0.33,20000,0.9979,0.0021,0.0619,4.257,3.824,0.2144,0.7045,2.0806,1.8465,0.9655,34.929,10.8641,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.0,0,0.42,20000,0.9979,0.0021,0.2055,4.151,3.743,0.2179,0.4745,2.0992,2.6405,0.8905,34.9416,13.0839,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.365,20000,0.9889,0.0111,0.079,4.626,4.105,0.1906,0.6738,2.0936,2.1157,0.9208,35.1626,11.8286,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.4,0,0.38,20000,0.9979,0.0021,0.143,4.237,3.809,0.2188,0.4906,2.1081,2.351,0.9213,35.1651,12.3118,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb1168,0.11675778353879479,0,4.0,0,0.4,20000,0.9889,0.0111,0.1253,4.602,4.087,0.1943,0.6408,2.0979,2.4241,0.895,35.2013,12.7592,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.34,20000,0.8706,0.1294,0.1297,4.742,4.194,0.2115,0.8299,0.4788,0.5234,0.4013,35.3229,11.3548,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.31,20000,0.8706,0.1294,0.0718,4.672,4.14,0.2166,0.6656,0.4752,0.4525,0.4477,35.3822,12.1619,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.375,20000,0.8139,0.1861,0.1695,4.514,4.02,0.2017,0.9563,0.4801,0.5666,0.3659,35.4156,10.9894,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.6,0,0.31,20000,0.9979,0.0021,0.0261,4.36,3.902,0.1915,0.8409,2.092,1.6787,0.9944,35.4159,10.4601,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.8,0,0.35,20000,0.9979,0.0021,0.0892,4.316,3.869,0.2156,0.5881,2.1131,2.1068,0.95,35.4418,11.7148,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.36,20000,0.8706,0.1294,0.1647,4.775,4.219,0.2044,1.006,0.4795,0.5258,0.3762,35.5628,11.621,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.0,0,0.415,20000,0.9979,0.0021,0.1857,4.275,3.838,0.2131,0.4998,2.13,2.6928,0.9012,35.655,13.3727,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.325,20000,0.8706,0.1294,0.1054,4.66,4.131,0.2177,0.7038,0.4717,0.465,0.4186,35.796,12.0887,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,4.8,0,0.405,20000,0.8139,0.1861,0.2098,4.533,4.034,0.1935,1.1373,0.4793,0.5718,0.3391,35.8023,11.2532,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.385,20000,0.8706,0.1294,0.2022,4.807,4.243,0.1955,1.2559,0.4795,0.5544,0.3501,35.9885,11.679,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.4,0,0.375,20000,0.9979,0.0021,0.1207,4.386,3.922,0.2112,0.521,2.1452,2.4114,0.9345,36.0203,12.6712,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,5.2,0,0.325,20000,0.9979,0.0021,0.0424,4.445,3.967,0.1961,0.7279,2.1324,1.9126,0.9823,36.1014,11.3325,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.0,0,0.335,20000,0.8139,0.1861,0.1092,4.386,3.923,0.2173,0.7687,0.4673,0.4954,0.4058,36.3389,11.8161,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.0,0,0.41,20000,0.9979,0.0021,0.1663,4.407,3.938,0.2065,0.5298,2.1617,2.7514,0.9125,36.3887,13.6854,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.8,1,0.305,20000,0.8139,0.1861,0.0505,4.389,3.925,0.2097,0.8105,0.4672,0.4325,0.4576,36.416,12.8619,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.325,20000,0.9751,0.0249,0.1462,5.218,4.556,0.2187,1.2253,0.4742,0.6361,0.4012,36.4443,10.7204,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.8,0,0.345,20000,0.9979,0.0021,0.0687,4.486,3.999,0.202,0.6194,2.1574,2.1706,0.965,36.4506,12.1314,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.6,0,0.355,20000,0.8139,0.1861,0.1473,4.382,3.919,0.2134,0.8204,0.4661,0.4954,0.3783,36.5464,11.9251,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.34,20000,0.9751,0.0249,0.1753,5.275,4.6,0.2098,1.5082,0.4764,0.674,0.3797,36.7204,10.7688,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.4,0,0.37,20000,0.9979,0.0021,0.0998,4.542,4.041,0.2025,0.5557,2.1838,2.4774,0.9477,36.9008,13.0529,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.4,0,0.32,20000,0.8139,0.1861,0.0839,4.337,3.885,0.2191,0.7634,0.4609,0.4273,0.4254,36.9593,12.9627,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.38,20000,0.8139,0.1861,0.1904,4.374,3.913,0.2057,0.939,0.4639,0.5631,0.3492,36.9696,11.2506,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.345,20000,0.8706,0.1294,0.1557,4.58,4.07,0.2156,0.8165,0.4602,0.5138,0.3792,37.1229,11.7473,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.0,0,0.405,20000,0.9979,0.0021,0.1469,4.541,4.041,0.2005,0.5609,2.194,2.8145,0.9237,37.1245,14.0083,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,4.8,0,0.41,20000,0.8139,0.1861,0.2287,4.408,3.939,0.1947,1.1257,0.4655,0.5686,0.3254,37.1317,11.4823,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.365,20000,0.8706,0.1294,0.1881,4.629,4.107,0.2068,1.0012,0.4625,0.5192,0.3571,37.2126,11.9611,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.39,20000,0.8706,0.1294,0.2227,4.679,4.145,0.1966,1.2531,0.4648,0.5448,0.3342,37.4139,12.0213,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.315,20000,0.8706,0.1294,0.0975,4.486,3.999,0.2278,0.6282,0.4523,0.4561,0.4212,37.5925,12.3939,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.36,20000,0.9751,0.0249,0.2152,5.283,4.605,0.2007,1.8429,0.4726,0.7103,0.349,37.6748,11.0382,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.33,20000,0.8706,0.1294,0.1318,4.487,3.999,0.2255,0.6786,0.451,0.4557,0.3943,37.8109,12.5092,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.4,0,0.365,20000,0.9979,0.0021,0.081,4.704,4.164,0.1916,0.5981,2.2243,2.5454,0.9608,37.8183,13.4522,1,1,1,0
g4scan,rq4graded,5.0,-1.0,eb0482,0.0482,1,4.0,0,0.4,20000,0.9979,0.0021,0.128,4.683,4.149,0.194,0.6025,2.2287,2.8751,0.9349,37.9187,14.3457,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.33,20000,0.9751,0.0249,0.1747,5.06,4.435,0.2217,1.2443,0.4557,0.6251,0.3755,38.312,11.1645,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.6,0,0.36,20000,0.8139,0.1861,0.1723,4.225,3.8,0.217,0.8094,0.4483,0.4912,0.3588,38.3199,12.2447,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.345,20000,0.9751,0.0249,0.2009,5.13,4.489,0.2126,1.5312,0.4596,0.664,0.3568,38.4151,11.1741,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.0,0,0.34,20000,0.8139,0.1861,0.1348,4.212,3.79,0.2246,0.7484,0.4463,0.4919,0.3837,38.4199,12.1605,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,4.8,0,0.415,20000,0.8139,0.1861,0.2468,4.288,3.848,0.1974,1.116,0.452,0.5612,0.3119,38.4616,11.7683,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.385,20000,0.8139,0.1861,0.2117,4.237,3.809,0.2083,0.926,0.4483,0.5644,0.3332,38.5168,11.4543,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.37,20000,0.8706,0.1294,0.2104,4.491,4.002,0.2096,0.9962,0.4474,0.5115,0.3392,38.7349,12.2973,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.395,20000,0.8706,0.1294,0.2433,4.553,4.05,0.1978,1.2543,0.4508,0.5373,0.3183,38.825,12.342,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.35,20000,0.8706,0.1294,0.1813,4.424,3.951,0.2196,0.8052,0.4427,0.4725,0.358,38.8905,12.6052,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.8,1,0.31,20000,0.8139,0.1861,0.0743,4.184,3.769,0.2274,0.7797,0.442,0.4316,0.43,38.9162,13.2201,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.365,20000,0.9751,0.0249,0.2376,5.154,4.507,0.2007,1.8706,0.458,0.6997,0.3302,39.1595,11.4181,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.4,0,0.325,20000,0.8139,0.1861,0.1092,4.149,3.742,0.2312,0.7344,0.4382,0.4234,0.4007,39.2355,13.3383,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,4.8,0,0.42,20000,0.8139,0.1861,0.2654,4.173,3.76,0.1979,1.1128,0.4397,0.5567,0.299,39.7325,12.0186,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.335,20000,0.8706,0.1294,0.1608,4.317,3.87,0.2292,0.6704,0.432,0.4479,0.3704,39.7767,12.9253,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.32,20000,0.8706,0.1294,0.1261,4.303,3.859,0.2365,0.6025,0.4307,0.4612,0.3947,39.8043,12.6202,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.39,20000,0.8139,0.1861,0.2332,4.103,3.707,0.2108,0.9174,0.4341,0.5659,0.3174,39.9794,11.65,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.35,20000,0.9751,0.0249,0.2264,4.991,4.383,0.2124,1.5632,0.4443,0.6532,0.3355,40.025,11.5883,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.6,0,0.365,20000,0.8139,0.1861,0.1971,4.075,3.685,0.2203,0.8018,0.4315,0.4865,0.3399,40.0645,12.5747,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.335,20000,0.9751,0.0249,0.2025,4.907,4.319,0.2241,1.266,0.4388,0.6141,0.3512,40.0885,11.5993,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.4,20000,0.8706,0.1294,0.2628,4.434,3.959,0.1996,1.2555,0.438,0.5287,0.3033,40.1513,12.6647,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.375,20000,0.8706,0.1294,0.2334,4.354,3.898,0.2117,0.9957,0.4327,0.5065,0.3214,40.2626,12.6034,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.0,0,0.345,20000,0.8139,0.1861,0.162,4.047,3.664,0.2297,0.7377,0.4277,0.4927,0.362,40.3537,12.433,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.355,20000,0.8706,0.1294,0.2057,4.275,3.838,0.2229,0.7931,0.4264,0.4646,0.3384,40.5896,12.9721,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.37,20000,0.9751,0.0249,0.2597,5.028,4.412,0.2006,1.9036,0.4443,0.6897,0.3118,40.6216,11.7975,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.8,1,0.315,20000,0.8139,0.1861,0.1017,3.991,3.621,0.2405,0.7622,0.4195,0.4286,0.4031,41.294,13.6136,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.4,0,0.33,20000,0.8139,0.1861,0.1378,3.971,3.606,0.2394,0.7248,0.4188,0.4249,0.3764,41.3054,13.6212,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.395,20000,0.8139,0.1861,0.2547,3.975,3.609,0.2116,0.9133,0.4206,0.5654,0.3025,41.4282,11.8756,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.405,20000,0.8706,0.1294,0.2821,4.316,3.869,0.2002,1.2568,0.4256,0.5221,0.2891,41.4807,12.9632,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.355,20000,0.9751,0.0249,0.2517,4.857,4.281,0.2116,1.6019,0.4302,0.6436,0.3147,41.5806,11.9935,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.34,20000,0.8706,0.1294,0.1889,4.154,3.746,0.2332,0.6642,0.4143,0.4397,0.3475,41.6985,13.347,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.6,0,0.37,20000,0.8139,0.1861,0.2199,3.931,3.576,0.2249,0.7887,0.4158,0.4859,0.3225,41.7463,12.8245,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.34,20000,0.9751,0.0249,0.2306,4.764,4.21,0.223,1.3048,0.4238,0.604,0.3283,41.755,12.0351,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.38,20000,0.8706,0.1294,0.2562,4.221,3.797,0.2134,0.9977,0.4189,0.5075,0.3041,41.7599,12.8264,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.325,20000,0.8706,0.1294,0.1575,4.125,3.724,0.2421,0.5956,0.4112,0.4478,0.3683,41.9187,13.1496,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.375,20000,0.9751,0.0249,0.2806,4.911,4.323,0.199,1.9386,0.4319,0.6802,0.2953,41.977,12.1594,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,6.0,0,0.35,20000,0.8139,0.1861,0.1891,3.889,3.544,0.2337,0.7316,0.4108,0.5013,0.3413,42.196,12.5876,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.36,20000,0.8706,0.1294,0.2316,4.131,3.728,0.2249,0.7931,0.411,0.457,0.3187,42.2853,13.3535,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.41,20000,0.8706,0.1294,0.3001,4.207,3.786,0.2002,1.2606,0.4148,0.5149,0.2767,42.6729,13.254,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb154,0.154,1,5.2,0,0.4,20000,0.8139,0.1861,0.2755,3.85,3.514,0.2139,0.9094,0.4076,0.4791,0.2881,42.866,13.2784,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.36,20000,0.9751,0.0249,0.2748,4.73,4.184,0.2102,1.6336,0.4172,0.6336,0.2965,43.0493,12.3808,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.385,20000,0.8706,0.1294,0.2785,4.095,3.7,0.2128,1.006,0.4065,0.511,0.2883,43.1618,13.0074,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.38,20000,0.9751,0.0249,0.301,4.796,4.235,0.1974,1.973,0.42,0.671,0.2798,43.3289,12.5175,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.345,20000,0.9751,0.0249,0.2569,4.624,4.104,0.2227,1.3367,0.4095,0.5934,0.3069,43.3883,12.4621,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.345,20000,0.8706,0.1294,0.2169,3.999,3.628,0.2371,0.6614,0.3981,0.436,0.3256,43.5209,13.6879,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.415,20000,0.8706,0.1294,0.3179,4.1,3.705,0.2004,1.266,0.4041,0.508,0.2646,43.8752,13.5457,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.365,20000,0.8706,0.1294,0.257,3.992,3.622,0.2268,0.7996,0.397,0.4488,0.2998,43.8892,13.7429,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.33,20000,0.8706,0.1294,0.188,3.957,3.595,0.2467,0.5883,0.3929,0.3971,0.3437,43.9987,14.3211,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.365,20000,0.9751,0.0249,0.2972,4.609,4.092,0.2091,1.6689,0.4052,0.6241,0.2794,44.4473,12.7594,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.39,20000,0.8706,0.1294,0.2988,3.977,3.611,0.2132,1.0074,0.3944,0.5036,0.2744,44.5572,13.3309,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.385,20000,0.9751,0.0249,0.3204,4.69,4.154,0.1955,2.0123,0.4094,0.6628,0.2654,44.5738,12.8576,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.35,20000,0.9751,0.0249,0.2829,4.493,4.004,0.2206,1.3802,0.3967,0.5839,0.2871,44.9286,12.8823,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.42,20000,0.8706,0.1294,0.3349,3.995,3.625,0.2003,1.2666,0.3937,0.5015,0.2538,45.0821,13.8267,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.35,20000,0.8706,0.1294,0.2443,3.852,3.516,0.2401,0.6657,0.3831,0.4326,0.3049,45.303,14.0268,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.8,1,0.315,20000,0.7516,0.2485,0.0707,4.607,4.091,0.1924,0.9785,0.3871,0.5663,0.3163,45.3667,12.5733,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.37,20000,0.8706,0.1294,0.2814,3.861,3.523,0.2264,0.8091,0.3842,0.4428,0.2828,45.4146,14.0904,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.4,0,0.33,20000,0.7516,0.2485,0.0991,4.611,4.094,0.1921,1.0031,0.387,0.5356,0.2934,45.4216,13.0179,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.39,20000,0.9751,0.0249,0.3387,4.586,4.075,0.1939,2.0455,0.3993,0.6545,0.2525,45.7779,13.1846,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.37,20000,0.9751,0.0249,0.3191,4.492,4.003,0.2071,1.7095,0.3939,0.6148,0.2634,45.823,13.1408,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.395,20000,0.8706,0.1294,0.3186,3.862,3.523,0.2143,1.0112,0.3829,0.4972,0.2611,45.9207,13.6389,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.0,0,0.35,20000,0.7516,0.2485,0.139,4.556,4.052,0.1922,1.0478,0.3819,0.6294,0.2654,46.0978,12.0346,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.325,20000,0.8278,0.1722,0.1123,4.885,4.302,0.1939,1.0227,0.3814,0.5236,0.2859,46.1256,13.3179,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.355,20000,0.9751,0.0249,0.3072,4.369,3.909,0.219,1.4208,0.3845,0.5752,0.2691,46.4315,13.2836,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.0,0,0.395,20000,0.9751,0.0249,0.3575,4.485,3.997,0.1905,2.0915,0.3898,0.6461,0.2401,46.9663,13.5293,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.4,0,0.335,20000,0.7516,0.2485,0.1224,4.435,3.96,0.1998,0.9715,0.3726,0.5455,0.2742,47.1002,13.1008,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.375,20000,0.9751,0.0249,0.3394,4.383,3.92,0.2044,1.7463,0.3833,0.6063,0.2494,47.1366,13.4992,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.8,1,0.32,20000,0.7516,0.2485,0.0945,4.417,3.946,0.2023,0.9453,0.3712,0.5684,0.2937,47.2277,12.7878,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.0,0,0.355,20000,0.7516,0.2485,0.1617,4.395,3.929,0.1967,1.0263,0.3692,0.6267,0.2509,47.6266,12.2712,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.33,20000,0.8278,0.1722,0.1371,4.712,4.17,0.1982,0.9988,0.3676,0.5212,0.2669,47.7717,13.5711,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.36,20000,0.9751,0.0249,0.3308,4.249,3.818,0.2153,1.4641,0.3732,0.5663,0.2529,47.8833,13.6855,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.4,0,0.38,20000,0.9751,0.0249,0.36,4.275,3.838,0.2017,1.7909,0.3733,0.5978,0.236,48.4316,13.8682,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.4,0,0.34,20000,0.7516,0.2485,0.1466,4.263,3.829,0.2061,0.9461,0.3592,0.5526,0.2575,48.746,13.2265,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.35,20000,0.8278,0.1722,0.184,4.628,4.106,0.1923,1.1211,0.3597,0.5101,0.2394,48.9841,14.0952,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.0,0,0.36,20000,0.7516,0.2485,0.1852,4.24,3.811,0.1982,1.0123,0.3574,0.6346,0.2379,49.0924,12.3884,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb154,0.154,1,6.8,1,0.325,20000,0.7516,0.2485,0.1191,4.228,3.802,0.211,0.9127,0.3555,0.5692,0.2734,49.1707,13.0307,1,1,1,0
g4scan,rq4graded,6.0,-1.0,eb0482,0.0482,1,6.8,1,0.365,20000,0.9751,0.0249,0.3533,4.137,3.733,0.2123,1.512,0.3631,0.5577,0.2381,49.225,14.0737,1,1,1,0
g4scan,rq4graded,6.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.335,20000,0.8278,0.1722,0.1627,4.541,4.041,0.2011,0.9806,0.3548,0.5211,0.2497,49.376,13.7958,1,1,1,0
