leg,ladder,v_c,p_tail,E_bind_tag,E_bind_eV,ebind_exception,tau_ps,tau_flag,E0_eV,m,det_yield,trapped_frac,suppressed_frac,nbar_det,pred_md_nbar,n1_solv,w1_solv,midhot_geo,deepke,n1_ke_eV,S_measured,S_provisional,gate_n1,gate_nbar,gate,pareto
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.38,20000,0.9465,0.0535,0.1789,4.269,3.833,0.223,0.4402,0.994,0.7149,0.6274,1.0352,3.2148,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.33,20000,0.9465,0.0535,0.08,4.389,3.925,0.2199,0.5214,1.004,0.5736,0.6932,1.0836,4.9188,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.2,0,0.345,20000,0.9239,0.0761,0.0924,4.347,3.893,0.2136,0.6134,1.0012,0.5766,0.6674,1.1161,5.0229,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.405,20000,0.9239,0.0761,0.1933,4.247,3.816,0.2127,0.5999,0.9979,0.683,0.6034,1.1314,3.7937,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.325,20000,0.9889,0.0111,0.1072,4.426,3.952,0.2437,0.2258,0.9835,0.8045,0.7017,1.1549,2.0712,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.8,1,0.295,20000,0.9889,0.0111,0.035,4.531,4.032,0.2225,0.4576,0.9916,0.7052,0.7624,1.1766,3.3604,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.365,20000,0.9889,0.0111,0.1886,4.429,3.955,0.2352,0.5703,1.0061,0.9373,0.6508,1.2632,1.5056,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.8,0,0.37,20000,0.9239,0.0761,0.134,4.334,3.883,0.2142,0.5642,1.0097,0.6295,0.6399,1.418,4.3689,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.415,20000,0.9465,0.0535,0.2318,4.238,3.809,0.2168,0.6751,0.9941,0.8083,0.5961,1.4388,2.7477,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.34,20000,0.9889,0.0111,0.1303,4.521,4.025,0.2348,0.31,1.0211,0.8777,0.6891,1.4979,1.6259,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.6,0,0.325,20000,0.9239,0.0761,0.0576,4.363,3.905,0.208,0.7068,0.9937,0.5274,0.6937,1.5124,5.8614,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.395,20000,0.9889,0.0111,0.2439,4.38,3.917,0.2261,0.9037,1.0002,1.0073,0.6176,1.5689,1.6357,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.345,20000,0.9889,0.0111,0.1583,4.359,3.902,0.2447,0.2904,0.977,0.8596,0.6675,1.5734,1.7578,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.35,20000,0.9465,0.0535,0.1153,4.4,3.933,0.2206,0.4504,1.0176,0.6475,0.6689,1.5823,4.0237,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.4,0,0.31,20000,0.9889,0.0111,0.0735,4.428,3.955,0.2411,0.3225,0.9735,0.7472,0.7261,1.7914,2.8416,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.4,0,0.305,20000,0.9889,0.0111,0.0482,4.624,4.103,0.2224,0.3412,1.0276,0.7672,0.7518,1.8399,2.6884,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.355,20000,0.9465,0.0535,0.1403,4.238,3.81,0.2286,0.4199,0.9761,0.6285,0.6502,1.8402,4.2319,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.32,20000,0.9889,0.0111,0.0806,4.605,4.089,0.2297,0.2568,1.033,0.8228,0.7249,1.9369,2.0777,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.315,20000,0.9465,0.0535,0.0564,4.329,3.879,0.2195,0.6256,0.9763,0.5109,0.7102,2.1863,6.0725,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.375,20000,0.9465,0.0535,0.1562,4.413,3.943,0.2165,0.4685,1.0314,0.7341,0.6437,2.2314,3.2532,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.8,0,0.375,20000,0.9239,0.0761,0.1569,4.184,3.768,0.2213,0.5346,0.9718,0.615,0.6235,2.2394,4.6194,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.41,20000,0.9465,0.0535,0.2116,4.359,3.902,0.2138,0.6851,1.0253,0.8254,0.6095,2.333,2.7513,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.3,20000,0.9465,0.0535,0.0284,4.374,3.913,0.2029,0.7529,0.9762,0.4964,0.7386,2.4072,6.5013,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.4,20000,0.9239,0.0761,0.174,4.379,3.917,0.2064,0.6289,1.0305,0.7017,0.6171,2.4697,3.8518,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.31,20000,0.9465,0.0535,0.0365,4.528,4.03,0.1986,0.6529,1.0299,0.53,0.7334,2.4819,5.8965,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.37,20000,0.9889,0.0111,0.2142,4.287,3.847,0.2405,0.5669,0.9671,0.9206,0.6327,2.516,1.8235,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.41,20000,0.9239,0.0761,0.2138,4.117,3.717,0.2178,0.5762,0.9652,0.6651,0.5895,2.6254,4.1809,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.385,20000,0.9465,0.0535,0.2017,4.13,3.727,0.2298,0.417,0.9591,0.6962,0.6112,2.6405,3.6198,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.0,0,0.31,20000,0.9239,0.0761,0.0361,4.322,3.874,0.2011,0.8113,0.9705,0.4839,0.7128,2.7781,6.8293,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.335,20000,0.9465,0.0535,0.1043,4.212,3.79,0.2331,0.4958,0.9578,0.5548,0.6722,2.8391,5.3925,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.42,20000,0.9465,0.0535,0.2524,4.12,3.72,0.2184,0.6693,0.9637,0.7909,0.5828,2.8562,3.1149,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.2,0,0.35,20000,0.9239,0.0761,0.1152,4.179,3.765,0.225,0.5873,0.959,0.557,0.6487,2.9426,5.5161,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.36,20000,0.9889,0.0111,0.1638,4.574,4.065,0.2281,0.5812,1.0459,0.9544,0.669,3.0679,1.6728,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.39,20000,0.9889,0.0111,0.2208,4.505,4.013,0.2235,0.8934,1.0342,1.0245,0.6333,3.0917,1.9786,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.4,20000,0.9889,0.0111,0.2645,4.26,3.827,0.2295,0.9043,0.967,0.9897,0.6032,3.1074,1.8981,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.8,1,0.29,20000,0.9889,0.0111,0.0185,4.738,4.19,0.1927,0.4776,1.0514,0.7254,0.7891,3.1311,3.4921,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.2,0,0.34,20000,0.9239,0.0761,0.0714,4.522,4.026,0.2014,0.6514,1.0465,0.5989,0.686,3.2172,5.1343,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.8,0,0.365,20000,0.9239,0.0761,0.1118,4.491,4.002,0.2067,0.5969,1.0491,0.6456,0.6567,3.2379,4.5199,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.33,20000,0.9889,0.0111,0.1381,4.252,3.82,0.2539,0.1964,0.9379,0.787,0.6778,3.2874,2.5164,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.325,20000,0.9465,0.0535,0.0581,4.573,4.065,0.2053,0.5612,1.0529,0.5942,0.714,3.3392,5.0764,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.335,20000,0.9889,0.0111,0.1037,4.686,4.151,0.2257,0.3398,1.0662,0.8973,0.7101,3.5357,1.8293,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.35,20000,0.9889,0.0111,0.1858,4.205,3.784,0.2518,0.2755,0.9354,0.8421,0.6476,3.5508,2.1901,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.345,20000,0.9465,0.0535,0.0924,4.567,4.06,0.2101,0.4881,1.0616,0.6677,0.6877,3.5953,4.1733,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.36,20000,0.9465,0.0535,0.166,4.082,3.691,0.2371,0.3924,0.9369,0.6097,0.6314,3.6761,4.6938,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.6,0,0.33,20000,0.9239,0.0761,0.08,4.177,3.763,0.2236,0.682,0.946,0.5139,0.6726,3.7312,6.3552,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.405,20000,0.9465,0.0535,0.1916,4.484,3.997,0.2083,0.7025,1.0574,0.844,0.6236,3.7793,2.8429,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.8,1,0.3,20000,0.9889,0.0111,0.0591,4.33,3.879,0.2456,0.4627,0.9363,0.6875,0.735,3.8259,3.9615,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.8,0,0.38,20000,0.9239,0.0761,0.1803,4.038,3.657,0.2275,0.5135,0.9361,0.6054,0.6072,3.9252,4.9624,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.395,20000,0.9239,0.0761,0.1535,4.516,4.021,0.2016,0.6551,1.0641,0.7214,0.6313,3.992,3.9291,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.37,20000,0.9465,0.0535,0.1339,4.564,4.058,0.2097,0.5026,1.0703,0.7552,0.6601,3.9954,3.3756,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.415,20000,0.9239,0.0761,0.2342,3.993,3.623,0.2219,0.5617,0.9353,0.6469,0.576,4.0475,4.5783,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.29,20000,0.9465,0.0535,0.0181,4.299,3.856,0.1964,0.8626,0.944,0.4393,0.7504,4.1405,7.808,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.4,0,0.315,20000,0.9889,0.0111,0.1017,4.244,3.814,0.2569,0.3192,0.9243,0.7305,0.701,4.1711,3.3688,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.39,20000,0.9465,0.0535,0.2247,3.999,3.628,0.234,0.4023,0.926,0.6791,0.5959,4.2307,4.0229,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.315,20000,0.9889,0.0111,0.0571,4.788,4.228,0.2136,0.3036,1.0847,0.8424,0.7482,4.2647,2.3401,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.375,20000,0.9889,0.0111,0.2403,4.154,3.745,0.2421,0.5786,0.9311,0.9037,0.6155,4.2827,2.2485,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.4,0,0.3,20000,0.9889,0.0111,0.0289,4.823,4.255,0.1986,0.3826,1.0856,0.7866,0.777,4.4397,2.975,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.32,20000,0.9465,0.0535,0.081,4.137,3.732,0.2372,0.6159,0.9257,0.4947,0.6867,4.6156,6.666,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.385,20000,0.9889,0.0111,0.1984,4.633,4.111,0.2204,0.8916,1.0694,1.0427,0.6487,4.6267,2.3405,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.405,20000,0.9889,0.0111,0.2859,4.147,3.74,0.2319,0.9187,0.9354,0.9748,0.5886,4.6576,2.2688,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.355,20000,0.9889,0.0111,0.1394,4.723,4.179,0.2206,0.5993,1.087,0.9735,0.6875,4.8751,1.8389,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.2,0,0.355,20000,0.9239,0.0761,0.1408,4.012,3.638,0.2339,0.5632,0.9178,0.537,0.6298,4.9179,6.0491,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.34,20000,0.9465,0.0535,0.1314,4.041,3.659,0.2441,0.4785,0.9143,0.5364,0.6512,4.9504,5.9362,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.8,0,0.36,20000,0.9239,0.0761,0.0919,4.651,4.124,0.1959,0.6407,1.0898,0.659,0.6734,5.0644,4.7219,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.305,20000,0.9465,0.0535,0.0481,4.169,3.757,0.2283,0.7527,0.9207,0.4751,0.7133,5.0999,7.2338,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.0,0,0.315,20000,0.9239,0.0761,0.0563,4.122,3.721,0.2234,0.8031,0.9191,0.4636,0.6893,5.2678,7.5107,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.4,20000,0.9465,0.0535,0.1723,4.616,4.098,0.203,0.7309,1.0918,0.8649,0.6373,5.3019,2.9464,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.4,0,0.3,20000,0.9239,0.0761,0.028,4.175,3.761,0.2061,0.921,0.9194,0.426,0.7176,5.4571,8.3202,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.335,20000,0.9889,0.0111,0.1681,4.085,3.693,0.2636,0.177,0.8939,0.7697,0.6554,5.4691,2.9853,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.355,20000,0.9889,0.0111,0.2145,4.057,3.672,0.2568,0.2766,0.8966,0.8255,0.6278,5.5012,2.6376,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.42,20000,0.9239,0.0761,0.2549,3.874,3.532,0.2247,0.5498,0.9058,0.6309,0.5628,5.5014,4.9662,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.365,20000,0.9465,0.0535,0.191,3.934,3.578,0.2462,0.3664,0.8995,0.5913,0.6133,5.5048,5.1582,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.4,0,0.42,20000,0.9889,0.0111,0.2471,4.634,4.111,0.2101,1.2664,1.075,1.1297,0.6199,5.5145,3.6079,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.4,0,0.39,20000,0.9239,0.0761,0.1332,4.658,4.13,0.1964,0.6868,1.0993,0.7429,0.6459,5.542,4.0068,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,4.8,0,0.385,20000,0.9239,0.0761,0.2037,3.895,3.548,0.2348,0.496,0.9013,0.6067,0.591,5.637,5.1878,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.34,20000,0.9465,0.0535,0.0716,4.742,4.194,0.1981,0.5378,1.1085,0.6905,0.7067,5.6668,4.3289,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.33,20000,0.9889,0.0111,0.0798,4.86,4.284,0.2136,0.3931,1.116,0.9165,0.7312,5.7293,2.0973,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.365,20000,0.9465,0.0535,0.1118,4.717,4.174,0.2025,0.5388,1.1103,0.7757,0.677,5.7434,3.5093,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.395,20000,0.9465,0.0535,0.2482,3.867,3.527,0.2375,0.3888,0.8927,0.6614,0.5805,5.8931,4.4512,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.6,0,0.335,20000,0.9239,0.0761,0.1046,3.996,3.625,0.2377,0.6749,0.9009,0.4989,0.6516,5.966,6.9041,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.38,20000,0.9889,0.0111,0.264,4.028,3.649,0.2464,0.5837,0.8968,0.8882,0.5989,6.022,2.6502,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.41,20000,0.9889,0.0111,0.3066,4.04,3.658,0.2327,0.937,0.9059,0.96,0.5748,6.1654,2.6404,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.38,20000,0.9889,0.0111,0.1761,4.768,4.214,0.2149,0.8986,1.1061,1.0618,0.6649,6.194,2.7245,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.8,1,0.305,20000,0.9889,0.0111,0.0875,4.132,3.729,0.2656,0.4639,0.883,0.6707,0.7077,6.526,4.5604,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.4,0,0.32,20000,0.9889,0.0111,0.1346,4.059,3.673,0.2703,0.3065,0.8765,0.713,0.6749,6.5974,3.9011,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.35,20000,0.9889,0.0111,0.1146,4.881,4.299,0.2132,0.624,1.13,0.9934,0.7067,6.7022,2.0146,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.31,20000,0.9889,0.0111,0.0371,4.982,4.376,0.1937,0.3689,1.1419,0.8624,0.7718,6.7429,2.6547,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.395,20000,0.9465,0.0535,0.1521,4.751,4.201,0.1981,0.7567,1.1262,0.8867,0.6519,6.7771,3.0364,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.4,0,0.415,20000,0.9889,0.0111,0.2276,4.748,4.198,0.2073,1.259,1.1065,1.1472,0.6335,6.8318,3.9116,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.2,0,0.36,20000,0.9239,0.0761,0.1671,3.854,3.517,0.2419,0.5527,0.8798,0.5176,0.6113,6.8488,6.5968,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.0,0,0.325,20000,0.9465,0.0535,0.1079,3.955,3.594,0.2522,0.6261,0.8788,0.4832,0.6638,7.0255,7.2252,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.345,20000,0.9465,0.0535,0.1603,3.875,3.533,0.2533,0.4671,0.8728,0.5195,0.6302,7.0661,6.4771,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.295,20000,0.9465,0.0535,0.0344,4.084,3.692,0.2289,0.8829,0.8853,0.4206,0.7237,7.1288,8.6149,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.8,1,0.29,20000,0.9239,0.0761,0.0179,4.106,3.709,0.1987,1.0391,0.8872,0.4299,0.7294,7.2992,8.7163,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.36,20000,0.9889,0.0111,0.2439,3.917,3.565,0.26,0.2917,0.86,0.81,0.6081,7.4423,3.0971,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.36,20000,0.9465,0.0535,0.092,4.876,4.296,0.1932,0.5916,1.1523,0.7995,0.6937,7.5456,3.6514,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.0,0,0.34,20000,0.9889,0.0111,0.1994,3.927,3.572,0.2707,0.1658,0.8524,0.7541,0.6335,7.6325,3.452,1,1,1,1
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.415,20000,0.9889,0.0111,0.3274,3.935,3.579,0.2336,0.962,0.8779,0.9449,0.5606,7.651,3.0215,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.385,20000,0.9889,0.0111,0.2882,3.907,3.558,0.2485,0.601,0.8646,0.8739,0.5826,7.73,3.0577,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.375,20000,0.9889,0.0111,0.1544,4.906,4.318,0.2084,0.9128,1.1446,1.0789,0.6813,7.7902,3.1079,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.4,0,0.31,20000,0.9465,0.0535,0.0735,3.97,3.605,0.2483,0.7689,0.8689,0.4561,0.688,7.7931,7.9696,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.0,0,0.32,20000,0.9239,0.0761,0.0807,3.927,3.572,0.2415,0.8191,0.869,0.4427,0.6662,7.8747,8.2701,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.6,0,0.325,20000,0.9889,0.0111,0.0587,5.038,4.419,0.1992,0.4631,1.1666,0.9375,0.7523,7.8902,2.3755,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.4,0,0.41,20000,0.9889,0.0111,0.2084,4.866,4.288,0.2047,1.2579,1.1392,1.1654,0.6468,8.1676,4.2301,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,5.6,0,0.34,20000,0.9239,0.0761,0.1318,3.822,3.493,0.249,0.6768,0.858,0.5009,0.6309,8.2152,7.2274,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,4.4,0,0.39,20000,0.9465,0.0535,0.133,4.891,4.307,0.1923,0.7939,1.162,0.9086,0.6661,8.2809,3.1505,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.4,0,0.305,20000,0.9239,0.0761,0.048,3.966,3.602,0.2314,0.9456,0.8646,0.413,0.6926,8.3294,9.025,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.345,20000,0.9889,0.0111,0.0918,5.044,4.424,0.2038,0.6655,1.1759,1.0138,0.7259,8.6047,2.4229,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.4,0,0.325,20000,0.9889,0.0111,0.1681,3.887,3.543,0.2803,0.2893,0.8322,0.6966,0.6503,8.9507,4.4072,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,6.8,1,0.31,20000,0.9889,0.0111,0.1209,3.941,3.583,0.2821,0.4617,0.8339,0.6545,0.68,9.1532,5.1408,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.42,20000,0.9889,0.0111,0.3471,3.836,3.503,0.2335,0.9864,0.8504,0.932,0.5472,9.1574,3.3902,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.37,20000,0.9889,0.0111,0.1327,5.051,4.429,0.2023,0.9352,1.1848,1.0992,0.6979,9.4176,3.5277,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.4,0,0.405,20000,0.9889,0.0111,0.189,4.989,4.381,0.2003,1.2625,1.1729,1.1855,0.6608,9.5183,4.5698,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.3,20000,0.9465,0.0535,0.0583,3.878,3.536,0.2536,0.8986,0.833,0.4046,0.6969,9.9619,9.355,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb154,0.154,1,6.8,1,0.295,20000,0.9239,0.0761,0.034,3.887,3.542,0.2322,1.0668,0.8297,0.3717,0.7029,10.4326,10.2857,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,5.2,0,0.34,20000,0.9889,0.0111,0.0713,5.213,4.553,0.1922,0.7249,1.2244,1.0342,0.7452,10.5687,2.9591,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.4,0,0.4,20000,0.9889,0.0111,0.1699,5.116,4.479,0.1949,1.2753,1.2082,1.2054,0.6751,10.9058,4.9236,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.8,0,0.365,20000,0.9889,0.0111,0.1112,5.202,4.544,0.1956,0.9642,1.2272,1.1198,0.7149,11.0845,3.9629,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb154,0.154,1,6.4,0,0.3,20000,0.9614,0.0386,0.0371,3.834,3.502,0.2324,1.1064,1.2415,0.5272,0.8093,11.8633,8.0661,1,1,1,0
g4scan,rq4graded,5.5,-1.0,eb0482,0.0482,1,4.4,0,0.395,20000,0.9889,0.0111,0.1507,5.247,4.578,0.1903,1.2889,1.2446,1.2258,0.6895,12.2963,5.2798,1,1,1,0
g4scan,rq4graded,5.25,-1.0,eb1168,0.11675778353879479,0,6.8,1,0.29,20000,0.9732,0.0268,0.0242,3.879,3.536,0.2273,1.1182,1.269,0.5307,0.8419,12.8917,8.1952,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.2,0,0.35,20000,0.9113,0.0887,0.0911,5.044,4.424,0.1934,0.7845,0.768,0.603,0.572,13.5013,6.8815,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,4.8,0,0.375,20000,0.9113,0.0887,0.1257,5.092,4.46,0.1906,1.0014,0.7742,0.6675,0.5467,13.5041,6.477,1,1,1,0
g4scan,rq4graded,5.75,-1.0,eb1168,0.11675778353879479,0,5.6,0,0.33,20000,0.9113,0.0887,0.0611,5.005,4.394,0.1905,0.6631,0.7619,0.5486,0.5975,13.6581,7.4026,1,1,1,0
